"Title","Year","Source title","DOI","Link","Abstract","Author Keywords"
"Diagnostic Accuracy of Point-of-Care Ultrasound for Intussusception: A Multicenter, Noninferiority Study of Paired Diagnostic Tests","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109106467&doi=10.1016%2Fj.annemergmed.2021.04.033&partnerID=40&md5=b723ef5780b345bfe1d16a33b60b29a7","Study objective: To determine the diagnostic accuracy of point-of-care ultrasound (POCUS) performed by experienced clinician sonologists compared to radiology-performed ultrasound (RADUS) for detection of clinically important intussusception, defined as intussusception requiring radiographic or surgical reduction. Methods: We conducted a multicenter, noninferiority, observational study among a convenience sample of children aged 3 months to 6 years treated in tertiary care emergency departments across North and Central America, Europe, and Australia. The primary outcome was diagnostic accuracy of POCUS and RADUS with respect to clinically important intussusception. Sample size was determined using a 4-percentage-point noninferiority margin for the absolute difference in accuracy. Secondary outcomes included agreement between POCUS and RADUS for identification of secondary sonographic findings. Results: The analysis included 256 children across 17 sites (35 sonologists). Of the 256 children, 58 (22.7%) had clinically important intussusception. POCUS identified 60 (23.4%) children with clinically important intussusception. The diagnostic accuracy of POCUS was 97.7% (95% confidence interval [CI] 94.9% to 99.0%), compared to 99.3% (95% CI 96.8% to 99.9%) for RADUS. The absolute difference between the accuracy of RADUS and that of POCUS was 1.5 percentage points (95% CI −0.6 to 3.6). Sensitivity for POCUS was 96.6% (95% CI 87.2% to 99.1%), and specificity was 98.0% (95% CI 94.7% to 99.2%). Agreement was high between POCUS and RADUS for identification of trapped free fluid (83.3%, n=40/48) and decreased color Doppler signal (95.7%, n=22/23). Conclusion: Our findings suggest that the diagnostic accuracy of POCUS performed by experienced clinician sonologists may be noninferior to that of RADUS for detection of clinically important intussusception. Given the limitations of convenience sampling and spectrum bias, a larger randomized controlled trial is warranted. © 2022 Elsevier B.V., All rights reserved.","Article; Child; Clinical Outcome; Color Doppler Flowmetry; Controlled Study; Diagnostic Accuracy; Diagnostic Test Accuracy Study; Emergency Physician; Female; Human; Human Tissue; Infant; Intussusception; Major Clinical Study; Male; Multicenter Study; Non-inferiority Trial; Observational Study; Pediatrician; Point Of Care Ultrasound; Predictive Value; Prospective Study; Randomized Controlled Trial; Sensitivity And Specificity; Clinical Competence; Clinical Trial; Comparative Study; Diagnostic Imaging; Echography; Emergency Medicine; Point Of Care Testing; Preschool Child; Child; Child, Preschool; Clinical Competence; Emergency Medicine; Female; Humans; Infant; Intussusception; Male; Point-of-care Testing; Prospective Studies; Ultrasonography"
"Non–Contrast-Enhancing Glioma Mimicking Acute Ischemic Stroke Within Three Hours of Onset","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109065640&doi=10.1016%2Fj.annemergmed.2021.04.032&partnerID=40&md5=46de156ec0f5b7f9e6ee35ef3147dbee","Intravenous thrombolytic therapy is recommended within 3 hours of onset of acute ischemic stroke. However, stroke mimics create challenges because of time pressures. We describe a case of an undiagnosed glioma, a rarely reported condition, that was nearly treated with thrombolytic therapy. A 71-year-old man presented to the emergency department with sudden left gaze preference, right-sided hemiplegia, and global aphasia, which suggested a large infarction in the left hemisphere. The thrombolytic protocol was started at once. However, noncontrast computed tomography (CT) of the brain, CT angiography, and CT perfusion were essentially normal. Later, magnetic resonance imaging of the brain demonstrated a diffuse intracerebral lesion. The patient was found to have an undiagnosed diffuse glioma, whose initial neurologic symptoms mimicked acute stroke within 3 hours of onset. Cerebral neoplasms are an absolute contraindication for thrombolysis therapy. Several brain tumors are rarely seen on a brain CT scan. The mismatch between neurologic examination and brain perfusion imaging may suggest a stroke mimic in some cases. © 2021 Elsevier B.V., All rights reserved.","Creatinine; Sodium; Antihypertensive Agent; Creatinine; Sodium; Acute Ischemic Stroke; Aged; Antihypertensive Therapy; Aphasia; Article; Attention Disturbance; Blood Clot Lysis; Brain Biopsy; Brain Radiography; Brain Surgery; Cancer Diagnosis; Cancer Surgery; Case Report; Chronic Kidney Failure; Clinical Article; Clinical Feature; Computed Tomographic Angiography; Contrast Enhancement; Creatinine Blood Level; Depressed Blood Pressure; Dyslipidemia; Eyelid Reflex; Facial Nerve Paralysis; Gaze Paralysis; Glasgow Coma Scale; Glioma; Hemiplegia; Hospital Admission; Human; Human Tissue; Hypertension; Male; Muscle Weakness; National Institutes Of Health Stroke Scale; Neuroimaging; Nuclear Magnetic Resonance Imaging; Perfusion Weighted Imaging; Sodium Blood Level; Speech Disorder; Brain Tumor; Diagnostic Imaging; Differential Diagnosis; Fibrinolytic Therapy; X-ray Computed Tomography; Aged; Brain Neoplasms; Diagnosis, Differential; Glioma; Humans; Magnetic Resonance Imaging; Male; Thrombolytic Therapy; Tomography, X-ray Computed"
"The Time Is Now: Racism and the Responsibility of Emergency Medicine to Be Antiracist","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108527647&doi=10.1016%2Fj.annemergmed.2021.05.003&partnerID=40&md5=ce5b110a93a70094c60a50922cede276","The COVID-19 pandemic has shed light on the ongoing pandemic of racial injustice. In the context of these twin pandemics, emergency medicine organizations are declaring that “Racism is a Public Health Crisis.” Accordingly, we are challenging emergency clinicians to respond to this emergency and commit to being antiracist. This courageous journey begins with naming racism and continues with actions addressing the intersection of racism and social determinants of health that result in health inequities. Therefore, we present a social-ecological framework that structures the intentional actions that emergency medicine must implement at the individual, organizational, community, and policy levels to actively respond to this emergency and be antiracist. © 2021 Elsevier B.V., All rights reserved.","Article; Community; Competence; Cultural Anthropology; Ecology; Emergency Care; Emergency Medicine; Health Care; Health Education; Human; Ideology; Lifelong Learning; Medical School; Needs Assessment; Public Health; Racial Disparity; Racism; Residency Education; Responsibility; Social Determinants Of Health; Cultural Competence; Cultural Diversity; Education; Emergency Health Service; Epidemiology; Health Care Policy; Health Disparity; Organization And Management; Pandemic; Prejudice; United States; Covid-19; Cultural Competency; Cultural Diversity; Emergency Medical Services; Emergency Medicine; Health Policy; Health Status Disparities; Humans; Pandemics; Prejudice; Racism; Sars-cov-2; Social Determinants Of Health"
"Say Our Names. We Are Doctors Too","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.03.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115813431&doi=10.1016%2Fj.annemergmed.2021.03.015&partnerID=40&md5=68d7a2991bfcd40d89bb7363a5ae576e","[No abstract available]","Editorial; Human; Microaggression; Physician; Human Relation; Nomenclature; Racism; Humans; Interpersonal Relations; Names; Physicians; Racism"
"Female With Hypotension","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115809073&doi=10.1016%2Fj.annemergmed.2021.04.013&partnerID=40&md5=7d982a321cc7c5d9bef7a3433b1f3282","[No abstract available]","Anti-bacterial Agents; Antibiotic Agent; Antiinfective Agent; Adult; Case Report; Clinical Article; Dyspnea; Fatigue; Female; Human; Medical History; Middle Aged; Pericardial Effusion; Point Of Care Ultrasound; Short Survey; Tachycardia; Diagnostic Imaging; Echography; Hypotension; Pericardiocentesis; Point Of Care Testing; Procedures; Anti-bacterial Agents; Female; Humans; Hypotension; Middle Aged; Pericardial Effusion; Pericardiocentesis; Point-of-care Testing; Ultrasonography"
"Elderly Man With Right Upper Arm Obvious Swelling","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.03.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115805222&doi=10.1016%2Fj.annemergmed.2021.03.031&partnerID=40&md5=54632363ab324b9b56c61d6191f19f7a","[No abstract available]","Aged; Cancer Chemotherapy; Cancer Radiotherapy; Case Report; Clinical Article; Computer Assisted Tomography; Echography; Human; Lung Metastasis; Male; Medical History; Nuclear Magnetic Resonance Imaging; Short Survey; Spindle Cell Carcinoma; Very Elderly; Diagnostic Imaging; Edema; Lung Tumor; Pathology; Sarcoma; Upper Limb; Aged, 80 And Over; Edema; Humans; Lung Neoplasms; Magnetic Resonance Imaging; Male; Sarcoma; Ultrasonography; Upper Extremity"
"T Wave Alternans and Long QT Syndrome","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115794642&doi=10.1016%2Fj.annemergmed.2021.04.014&partnerID=40&md5=224ffa663f5ece2c7dc95db2a29938f4","[No abstract available]","Adrenergic Beta-antagonists; Beta Adrenergic Receptor Blocking Agent; Adult; Case Report; Clinical Article; Disease Course; Electrocardiogram; Female; Follow Up; Human; Implantation; Long Qt Syndrome; Middle Aged; Qt Prolongation; Short Survey; Diagnostic Imaging; Differential Diagnosis; Electrocardiography; Implantable Cardioverter Defibrillator; Torsade Des Pointes; Adrenergic Beta-antagonists; Defibrillators, Implantable; Diagnosis, Differential; Electrocardiography; Female; Humans; Long Qt Syndrome; Middle Aged; Torsades De Pointes"
"Out-of-hospital Cardiac Arrest Patient with Distended Abdomen","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115788223&doi=10.1016%2Fj.annemergmed.2021.04.004&partnerID=40&md5=6febcfd16ca29612b37ff592439cdd75","[No abstract available]","Antibiotic Agent; Contrast Medium; Abdominal Radiography; Aged; Candida Tropicalis; Case Report; Clinical Article; Computer Assisted Tomography; Echography; Emergency Medicine; Female; Human; Hypertension; Loculated Pericardial Effusion; Lower Abdominal Pain; Out Of Hospital Cardiac Arrest; Percutaneous Drainage; Percutaneous Pericardial Drainage; Pericardial Effusion; Pneumoperitoneum; Resuscitation; Return Of Spontaneous Circulation; Short Survey; Thorax Radiography; Diagnostic Imaging; Point Of Care Testing; Aged; Female; Humans; Out-of-hospital Cardiac Arrest; Pneumoperitoneum; Point-of-care Testing; Ultrasonography"
"Young Patient With Abdominal Pain","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.03.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115782519&doi=10.1016%2Fj.annemergmed.2021.03.032&partnerID=40&md5=035476d2a8d6c858371199f030380865","[No abstract available]","Abdominal Pain; Abdominal Radiography; Abdominal Tenderness; Adolescent; Blood Vessel Occlusion; Case Report; Clinical Article; Computed Tomographic Angiography; Disease Duration; Disease Exacerbation; Ectopic Organ; Female; Hospital Discharge; Human; Physical Examination; Recurrent Disease; Short Survey; Spleen Disease; Spleen Surgery; Splenomegaly; Torsion; Vasodilatation; Abdomen; Choristoma; Color Doppler Flowmetry; Diagnostic Imaging; Spleen; Abdomen; Abdominal Pain; Adolescent; Choristoma; Computed Tomography Angiography; Female; Humans; Spleen; Splenomegaly; Ultrasonography, Doppler, Color"
"Child With Vomiting","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115780388&doi=10.1016%2Fj.annemergmed.2021.04.001&partnerID=40&md5=511a3ad98f92f77f295325628ff4265a","[No abstract available]","Abdominal Pain; Abdominal Radiography; Body Temperature; Case Report; Child; Clinical Article; Echography; Edema; Female; Fever; Human; Intestinal Intussusception; Mesenteric Fat; Mesentery Disease; Preschool Child; Short Survey; Vomiting; Colon; Diagnostic Imaging; Intussusception; Abdominal Pain; Child, Preschool; Colon; Female; Humans; Intussusception; Ultrasonography; Vomiting"
"Predicting Outcomes in Pediatric Pneumonia: Are We Omnipotent or Incompetent?: October 2021 Annals of Emergency Medicine Journal Club","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115773414&doi=10.1016%2Fj.annemergmed.2021.08.003&partnerID=40&md5=50024794588f5259052394cfaeb6cb4b","[No abstract available]","Article; Author; Child; Clinical Practice; Clinician; Emergency Medicine; Emergency Ward; Human; Medical Student; Pediatric Patient; Pneumonia; Prediction; Resident"
"Man With Chest Tightness and Shortness of Breath After Activity","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115762666&doi=10.1016%2Fj.annemergmed.2021.04.002&partnerID=40&md5=ef5fe33bf5624a266c729f01c9d151b7","[No abstract available]","Adult; Aortic Regurgitation; Aortic Valve; Aortic Valve Prolapse; Blood Pressure; Body Temperature; Case Report; Chest Tightness; Clinical Article; Diastolic Heart Murmur; Disease Duration; Disease Severity; Electrocardiography; Exertional Dyspnea; Heart Auscultation; Human; Male; Middle Aged; Pulse Rate; Q Wave; Short Survey; Sinus Rhythm; Transcatheter Aortic Valve Implantation; Transthoracic Echocardiography; Diagnostic Imaging; Dyspnea; Echocardiography; Thorax Pain; Aortic Valve Insufficiency; Aortic Valve Prolapse; Chest Pain; Dyspnea; Echocardiography; Humans; Male; Middle Aged"
"What Is the Efficacy of Probiotics for the Treatment of Acute Infectious Diarrhea?","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115723840&doi=10.1016%2Fj.annemergmed.2021.02.005&partnerID=40&md5=b04be22c7911cc220679eb17331e2d8d","[No abstract available]","Placebo; Probiotic Agent; Acute Diarrhea; Adolescent; Adult; Adverse Event; Biological Therapy; Child; Controlled Study; Data Consistency; Disease Duration; Drug Efficacy; Editorial; Hospital Care; Human; Infectious Diarrhea; Outpatient Care; Publication Bias; Randomized Controlled Trial (topic); Statistical Bias; Systematic Review"
"In Reply to Ivor Douglas Letter to the Editor 2021-1053","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115655259&doi=10.1016%2Fj.annemergmed.2021.05.028&partnerID=40&md5=33ba6369f76c775bfbc9111f0f7388f5","[No abstract available]","Emergency Care; Fluid Therapy; Health Care Delivery; Health Care Quality; Human; Letter; Practice Guideline; Sepsis; Septic Shock"
"The Rapid Evaluation of COVID-19 Vaccination in Emergency Departments for Underserved Patients Study","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115647458&doi=10.1016%2Fj.annemergmed.2021.05.026&partnerID=40&md5=0f64e0c9161ef903f1fa5a452d720385","Study objective: Emergency departments (EDs) often serve vulnerable populations who may lack primary care and have suffered disproportionate COVID-19 pandemic effects. Comparing patients having and lacking a regular source of medical care and other ED patient characteristics, we assessed COVID-19 vaccine hesitancy, reasons for not wanting the vaccine, perceived access to vaccine sites, and willingness to get the vaccine as part of ED care. Methods: This was a cross-sectional survey conducted from December 10, 2020, to March 7, 2021, at 15 safety net US EDs. Primary outcomes were COVID-19 vaccine hesitancy, reasons for vaccine hesitancy, and sites (including EDs) for potential COVID-19 vaccine receipt. Results: Of 2,575 patients approached, 2,301 (89.4%) participated. Of the 18.4% of respondents who lacked a regular source of medical care, 65% used the ED as their usual source of health care. The overall rate of vaccine hesitancy was 39%; the range among the 15 sites was 28% to 58%. Respondents who lacked a regular source of medical care were more commonly vaccine hesitant than those who had a regular source of medical care (47% versus 38%, 9% difference, 95% confidence interval 4% to 14%). Other characteristics associated with greater vaccine hesitancy were younger age, female sex, Black race, Latinx ethnicity, and not having received an influenza vaccine in the past 5 years. Of the 61% who would accept a COVID-19 vaccine, 21% stated that they lacked a primary physician or clinic at which to receive it; the vast majority (95%) of these respondents would accept the COVID-19 vaccine as part of their care in the ED. Conclusion: ED patients who lack a regular source of medical care are particularly hesitant regarding COVID-19 vaccination. Most COVID-19 vaccine acceptors would accept it as part of their care in the ED. EDs may play pivotal roles in COVID-19 vaccine messaging and delivery to highly vulnerable populations. © 2021 Elsevier B.V., All rights reserved.","Covid-19 Vaccines; Sars-cov-2 Vaccine; Adult; Article; Attitude To Health; Black Person; Clinical Evaluation; Clinical Outcome; Controlled Study; Coronavirus Disease 2019; Cross-sectional Study; Drug Safety; Emergency Ward; Female; General Practitioner; Health Care Access; Health Care Survey; Hispanic; Homeless Person; Human; Major Clinical Study; Male; Medically Underserved; Medically Uninsured; Misinformation; Safety Net Hospital; Social Media; Vaccination; Vaccine Hesitancy; Health Care Delivery; Hospital Emergency Service; Prevention And Control; Questionnaire; United States; Vaccination Refusal; Vulnerable Population; Covid-19; Covid-19 Vaccines; Cross-sectional Studies; Emergency Service, Hospital; Female; Health Services Accessibility; Humans; Male; Surveys And Questionnaires; Vaccination; Vaccination Refusal; Vulnerable Populations"
"Dynamic Fluid Response Measures to Guide Early Care of Adults With Suspected Sepsis in the Emergency Department and Out-of-Hospital Environment","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115633734&doi=10.1016%2Fj.annemergmed.2021.05.027&partnerID=40&md5=533dcf33ea6a4680450d3d999c20839b","[No abstract available]","Emergency Ward; Human; Letter; Sepsis; Adult; Hospital; Hospital Emergency Service; Adult; Emergency Service, Hospital; Hospitals; Humans; Sepsis"
"The “Crossed Leg Sign” in the Emergency Department (or Tilli's Sign): A New Semiotic Sign for the Early Evaluation of Patients Accessing the Emergency Setting","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115608612&doi=10.1016%2Fj.annemergmed.2021.05.032&partnerID=40&md5=65efe043132a1dc3e071f315a8d15e69","[No abstract available]","Adult; Body Position; Emergency Health Service; Emergency Physician; Emergency Ward; Facial Expression; Female; Follow Up; Hospitalization; Human; Length Of Stay; Letter; Major Clinical Study; Male; Medical Assessment; Medical Examination; Medical Information; Nonverbal Communication; Physical Disease By Body Function; Tilli Sign; Hospital Emergency Service; Leg; Prognosis; Severity Of Illness Index; Emergency Service, Hospital; Humans; Leg; Nonverbal Communication; Posture; Prognosis; Severity Of Illness Index"
"A Man With Out-of-Hospital Cardiac Arrest","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115419013&doi=10.1016%2Fj.annemergmed.2021.04.006&partnerID=40&md5=5a48d11677ac45ed8e56344d5b6e2d0b","[No abstract available]","Adult; Aortic Valve; Aortic Valve Disease; Ascending Aorta; Ascending Aorta Compression; Backward Movement Of The Aortic Valve; Blood Flow; Case Report; Clinical Article; Electric Activity; Emergency Ward; Endotracheal Intubation; Heart Arrest; Heart Left Ventricle; Heart Left Ventricle Outflow Tract; Human; Male; Medical History; Middle Aged; Personal Experience; Rescue Personnel; Resuscitation; Return Of Spontaneous Circulation; Short Survey; Transesophageal Echocardiography; Emergency Health Service; Out Of Hospital Cardiac Arrest; Procedures; Cardiopulmonary Resuscitation; Echocardiography, Transesophageal; Emergency Medical Services; Humans; Male; Middle Aged; Out-of-hospital Cardiac Arrest"
"Young Female With Seizure","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115402722&doi=10.1016%2Fj.annemergmed.2021.04.010&partnerID=40&md5=df9c606f039dcbab90906d25d9bb6c3c","[No abstract available]","Naloxone; Oxycodone; Illicit Drugs; Naloxone; Counterfeit Drug; Illicit Drug; Naloxone; Oxycodone; Abdominal Distension; Adult; Anticonvulsant Therapy; Body Packing; Case Report; Clinical Article; Computed Tomographic Angiography; Emergency Ward; Female; Foreign Body; Human; Hypoxia; Laparotomy; Lethargy; Seizure; Short Survey; Tachycardia; Abdomen; Diagnostic Imaging; Surgery; X-ray Computed Tomography; Abdomen; Adult; Body Packing; Female; Humans; Illicit Drugs; Naloxone; Seizures; Tomography, X-ray Computed"
"A Pregnant Woman With Sudden Abdominal Pain","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.03.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115393482&doi=10.1016%2Fj.annemergmed.2021.03.033&partnerID=40&md5=42fd83f716b9c72b80fa82a317460448","[No abstract available]","Abdominal Pain; Adult; Blood Pressure; Case Report; Clinical Article; Diaphoresis; Echography; Emergency Ward; Fallopian Tube; Female; Gestational Sac; Hematocrit; Human; Hysterotomy; In Vitro Fertilization; Interstitial Pregnancy; Leukocyte Count; Lower Abdominal Pain; Multigravida; Nausea; Ovulation Induction; Point Of Care Ultrasound; Postoperative Period; Pregnant Woman; Pulse Rate; Short Survey; Uterine Fundus; Diagnostic Imaging; Ectopic Pregnancy; Pregnancy; Pregnancy Complication; Procedures; Abdominal Pain; Adult; Female; Humans; Hysterotomy; Pregnancy; Pregnancy Complications; Pregnancy, Ectopic; Ultrasonography"
"Adolescent Male With Eye Pain","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115384392&doi=10.1016%2Fj.annemergmed.2021.04.003&partnerID=40&md5=fea05e8513849f0a277fa1521636af16","[No abstract available]","Methylprednisolone; Rituximab; Glucocorticoids; Methylprednisolone; Rituximab; Methylprednisolone; Rituximab; Steroid; Glucocorticoid; Adolescent; Case Report; Clinical Article; Corticosteroid Therapy; Diplopia; Disease Duration; Eye Edema; Eye Examination; Eye Movement; Eye Pain; Gaze; Human; Lipid Storage; Male; Monoclonal Antibody Therapy; Nuclear Magnetic Resonance Imaging; Ophthalmoscopy; Optic Disk Anomaly; Optic Nerve Sheath Diameter; Optic Neuritis; Point Of Care Ultrasound; Short Survey; Steroid Therapy; Diagnostic Imaging; Echography; Point Of Care Testing; Adolescent; Eye Pain; Glucocorticoids; Humans; Magnetic Resonance Imaging; Male; Methylprednisolone; Optic Neuritis; Point-of-care Testing; Rituximab; Ultrasonography"
"Atypical T Waves in a Man With Atypical Chest Pain","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115378979&doi=10.1016%2Fj.annemergmed.2021.05.019&partnerID=40&md5=d3eba1684786dffdccdc8cc060199537","[No abstract available]","Adult; Case Report; Clinical Article; Diabetes Mellitus; Differential Diagnosis; Electrocardiogram; Emergency Ward; Hospital Discharge; Human; Hyperlipidemia; Hypertension; Laboratory Test; Male; Middle Aged; Potassium Blood Level; Short Survey; St Segment Elevation; T Wave; Thorax Pain; Diagnostic Imaging; Electrocardiography; Heart Arrhythmia; Arrhythmias, Cardiac; Chest Pain; Diagnosis, Differential; Electrocardiography; Humans; Male; Middle Aged"
"Improving the ECG Diagnosis of the Elusive, Acute Coronary Occlusion in Patients With Ventricular Paced Rhythm","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111472861&doi=10.1016%2Fj.annemergmed.2021.05.002&partnerID=40&md5=14e95ca51740790f8a84d646e0672291","[No abstract available]","Acute Heart Infarction; Cardiovascular Disease; Coronary Artery Occlusion; Editorial; Electrocardiogram; Heart Left Bundle Branch Block; Human; Invasive Procedure; Non St Segment Elevation Myocardial Infarction; St Segment Elevation Myocardial Infarction; Diagnostic Imaging; Electrocardiography; Heart; Heart Ventricle; Coronary Occlusion; Electrocardiography; Heart; Heart Ventricles; Humans"
"The Accuracy of Four Frequently Used Frailty Instruments for the Prediction of Adverse Health Outcomes Among Older Adults at Two Dutch Emergency Departments: Findings of the AmsterGEM Study","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111061528&doi=10.1016%2Fj.annemergmed.2021.04.027&partnerID=40&md5=7670bdcb7b5dea3832afae7bcd40cf76","Study objective: Older adults presenting to the emergency department (ED) are at high risk of adverse health outcomes. This study aimed to evaluate the accuracy of 4 frequently used screening instruments for the prediction of adverse health outcomes among older adults in the ED. Methods: This was a prospective cohort study in patients ≥70 years of age presenting to the ED in 2 hospitals in the Netherlands. Screening instruments included the acutely presenting older patient screening program (APOP) (providing 2 risk scores—functional decline [APOP1] and mortality [APOP2]), the International Resident Assessment Instrument Emergendy Department screener (InterRAI ED), the Identification of Seniors At Risk-Hospitalized Patients (ISAR-HP), and the safety management system (VMS). The primary outcome measure was a composite outcome encompassing functional decline, institutionalization, and mortality at 3 months after ED presentation. Other follow-up time points were 1 and 6 months. Analyses were performed to assess prognostic accuracy. Results: In total, 889 patients were included. After 3 months, 267 (31%) patients experienced at least 1 adverse outcome. The positive likelihood ratio ranged from 1.67 (VMS) to 3.33 (APOP1), and the negative likelihood ratio ranged from 0.41 (ISAR-HP) to 0.88 (APOP2). Sensitivity ranged from 17% (APOP2) to 74% (ISAR-HP), and specificity ranged from 63% (ISAR-HP) to 94% (APOP2). The area under the curve ranged from 0.62 (APOP2) to 0.72 (APOP1 and ISAR-HP). Calibration was reasonable for APOP1 and VMS. The prognostic accuracy was comparable across all outcomes and at all follow-up time points. Conclusion: The frailty screening instruments assessed in this study showed poor to moderate prognostic accuracy, which brings into question their usability in the prediction of adverse health outcomes among older adults who present to the ED. © 2021 Elsevier B.V., All rights reserved.","Adverse Outcome; Aged; Article; Calibration; Cohort Analysis; Devices; Emergency Ward; Female; Follow Up; Frailty; Hospital Patient; Human; Major Clinical Study; Male; Mortality; Multicenter Study; Netherlands; Outcome Assessment; Prediction; Prospective Study; Risk Assessment; Screening; Sensitivity And Specificity; Usability; Clinical Trial; Geriatric Assessment; Hospital Emergency Service; Predictive Value; Procedures; Prognosis; Very Elderly; Aged; Aged, 80 And Over; Cohort Studies; Emergency Service, Hospital; Female; Frailty; Geriatric Assessment; Humans; Male; Outcome Assessment, Health Care; Predictive Value Of Tests; Prognosis; Prospective Studies; Risk Assessment"
"Do Patients Respond to Posted Emergency Department Wait Times: Time-Series Evidence From the Implementation of a Wait Time Publication System in Hamilton, Canada","2021","Annals of Emergency Medicine","10.1016/j.annemergmed.2021.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108525252&doi=10.1016%2Fj.annemergmed.2021.04.009&partnerID=40&md5=e95d719801ffa702d40887eec4b84e00","Study objective: One proposed solution to prolonged emergency department (ED) wait times is a publicly available website that displays estimated ED wait times. This could provide information to patients so that they may choose sites with low wait times, which has the potential to smooth the overall wait times in EDs across a health system. We describe the effect of a novel city-wide ED wait time website on patient volume distributions throughout the city of Hamilton, Ontario, Canada. Methods: We compared the number of new patients arriving every 15 minutes during 2 separate time periods—before and after a publicly viewable wait time website was made available. For each ED site, the effect of the posted wait time was measured by assessing its association with the total number of patient arrivals in the subsequent hour at the same site and at all other sites in Hamilton. Results: Linear models showed clinically modest changes in patient volumes when wait times changed. However, nonlinear models showed that a 60-minute increase in wait time at a site was associated with 10% fewer patients presenting over the next hour. Larger negative associations were observed at community hospitals and urgent care centers. Increases in wait times at a given site were also associated with increased patient volumes at other sites in the system. Conclusion: After the implementation of a public wait time website, elevated wait times led to fewer patients at the same site but more patient visits at other sites. This may be consistent with the wait time tracker inducing patients to avoid sites with high wait times and instead visit alternate sites in Hamilton, but only when wait times were very high. © 2021 Elsevier B.V., All rights reserved.","Adult; Article; Community Hospital; Controlled Study; Emergency Ward; Human; Ontario; Patient Volume; Time Series Analysis; Canada; Comparative Study; Hospital Admission; Hospital Emergency Service; Outpatient Department; Time Factor; Time To Treatment; Ambulatory Care Facilities; Emergency Service, Hospital; Hospitals, Community; Humans; Time Factors; Time-to-treatment; Waiting Lists"
