"Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords","PubMed ID"
"An evaluation of the Connected Nation broadband adoption program","2019","Telecommunications Policy","16","10.1016/j.telpol.2019.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062077938&doi=10.1016%2fj.telpol.2019.02.003&partnerID=40&md5=b453b0669d11365f7b76ede57689697d","Closing the digital divide and increasing broadband adoption within households and communities continues to be a target for government and nonprofit groups. While a large number of studies have examined policies and programs aimed at improving broadband infrastructure availability, little analysis to date has focused on evaluating efforts to increase adoption. One of the most well-known programs focused on adoption is Connected Nation, which partnered with 14 states to provide local curricula aimed at raising residential connection rates. This analysis uses a generalized difference-in-difference methodology to evaluate the effectiveness of the Connected Nation program in 5 states during 2012 and 2013. The results indicate that participation in the Connected Nation program had no significant impact on broadband adoption rates. This paper represents a rigorous evaluation of one of the most well-known adoption-oriented programs and emphasizes that measurable impacts of such efforts may not accrue over the short term. © 2019 Elsevier Ltd","Broadband; Connected Nation; Generalized difference-in-differences",""
"The determinants of mobile game success in South Korea","2020","Telecommunications Policy","10","10.1016/j.telpol.2019.101855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071116580&doi=10.1016%2fj.telpol.2019.101855&partnerID=40&md5=bae275574c5150464a3930462bf2cd75","The global gaming industry, especially the mobile game market, has grown rapidly in recent years. One of the important characteristics of mobile games is that their lifetime is remarkably short compared with those of PC or console games, and downloads of most games peak during the early period of the service. Acquiring as many users as possible immediately after the launch and retaining these users therefore becomes very important for the successful performance of mobile games. This study aims to identify the determinants of mobile game success during different periods after the launch by comparing the first week's performance with the first 4 weeks' performance using a multiple regression analysis with mobile game application downloads from Google Play and estimated sales revenue as performance indicators. The predictors were classified on the basis of the pre- and postlaunch phases, and developer/publisher and third-party factors. A key finding is that for both revenue and downloads, TV advertising and the number of online videos have strong impacts on both the first week and 4 weeks' performance. In addition, preregistration during the prelaunch stage is effective for increasing both revenue and downloads in a relatively short time. Online videos uploaded by the users during the postlaunch phase may help to maintain long-term revenue. Although awareness of IP and name value of publishers are significant for short-term downloads, the effect diminishes after a month, which might imply that there could be an opportunity for small- and medium-sized companies to invest in media and obtain mobile platform advantages in the long run. © 2019 Elsevier Ltd","Game downloads; Game revenue; Mobile game industry; Regression analysis",""
"The reluctant regulator: The Rural Utilities Service and American broadband policy","2019","Telecommunications Policy","7","10.1016/j.telpol.2018.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052134829&doi=10.1016%2fj.telpol.2018.08.003&partnerID=40&md5=0f4c2441352c38270875def58ef49c8c","Drawing on the increasing body of literature on policy stakeholders and the ever-growing acknowledgement that communication policy is crafted by more than just parliamentarians and formal communication regulators this paper examines the role that another set of regulators plays in communication policy: agriculture regulators. Based on a study of the United States Department of Agriculture's Rural Utilities Service (RUS), this paper explores alternative agents of communication policy. More specifically, through document analysis we examine the way in which the Rural Utilities Service has shaped rural broadband policy in the United States over the last three decades. The implications for this research are wide, as it brings another policy actor into the policy making melee, and pushes communication policy scholars to consider the role that non-traditional communication regulators play in the communication policy making process. © 2018 Elsevier Ltd","FCC; Internet policy; Media governance; Rural broadband; Rural telecommunications; RUS; Stakeholder analysis; USDA",""
"Mobile information behavior of Warner Pacific University students","2019","Library and Information Science Research","5","10.1016/j.lisr.2019.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066430037&doi=10.1016%2fj.lisr.2019.04.002&partnerID=40&md5=04cb4bf2338573e3b034363f722b5334","The mobile information behavior of Warner Pacific University students was studied using survey questionnaires, in-depth interviews, and group-based exercises through the lens of several common information theories and models. As ownership of connected devices became nearly ubiquitous, students used the Internet more than the library. Students built digital networks to connect with friends or classmates. The Internet was the students' primary information source, since using Google was a daily lifestyle habit while the library was totally new and unfamiliar territory. Comparison of the students' information search processes (ISPs) with Kuhlthau's ISP diagram revealed that the students searching was idiosyncratic and unpredictable, and they only adopted systematic search protocols when these were imposed on them. Chatman's theory of information poverty was useful as it revealed that the students' perception of information deprivation cut across all socio-economic groups. © 2019","",""
"Global discourse on ICT and the shaping of ICT policy in developing countries","2019","Telecommunications Policy","15","10.1016/j.telpol.2018.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054402238&doi=10.1016%2fj.telpol.2018.09.004&partnerID=40&md5=a1d423dda3367e10453c7e140a8cf469","This paper provides a critique of information and communication technology (ICT) policies in developing countries. Based on critical discourse analysis (CDA) of Iranian government discourse in the case of electronic fund transfer at the point of sale (EFT-POS) system, we illustrate the influence of global discourse on the policies and their contributions to the outcomes. We also analyze how policy shaped the ways in which different actors were included and allowed to participate in the implementation process. We show that enhancing the mainstream criteria like the rate of ICT adoption and diffusion, do not necessarily mean that policy will reap the expected benefits. From this standpoint, we propose that the focus of debate in policy making and defining policy objectives should move beyond setting objectives exclusively adopted from global discourse to also considering local issues and concerns. In such conditions, there will be less resistance to the government plans and fewer social challenges. © 2018 Elsevier Ltd","Developing countries; EFT-POS system; Global discourse; Iran; Local view; Policy making",""
"Are social media companies motivated to be good corporate citizens? Examination of the connection between corporate social responsibility and social media safety","2019","Telecommunications Policy","22","10.1016/j.telpol.2018.12.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058223490&doi=10.1016%2fj.telpol.2018.12.003&partnerID=40&md5=8a87f5b33e4176c9f1f043085104805e","This paper explores the connection between corporate social responsibility and social media safety. By examining the legal framework governing social platforms in the United States and case studies of online harms, we explore whether current U.S. laws and company content moderation policies are effective in eliminating content (revenge porn and acts of terrorism) that is universally agreed to be harmful. Finally, the paper makes a number of suggestions for improvements in policy. © 2018","Content moderation; Corporate citizenship; Corporate social responsibility; Facebook; Social media; Twitter",""
"Technology neutrality: Exploring the interaction between International Mobile Telecommunication and national spectrum management policies","2019","Telecommunications Policy","4","10.1016/j.telpol.2019.01.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061314463&doi=10.1016%2fj.telpol.2019.01.002&partnerID=40&md5=aacd69525b5a49d6c548666a59781a0d","This paper reviews ITU-R actions with respect to IMT standardisation, and explores how these actions affect national spectrum management decisions such as those related to technology neutrality. Our analysis, which is based on 52 interviews, demonstrates that the IMT standardisation activities do not explicitly influence the decision of the regulator on the adoption of technology neutrality. They do, however, contain a range of positive (encouraging)and negative (discouraging)perspectives that shape the regulator's views on technology neutrality are two contrasting views on whether there is mutual influence between the IMT definitions within the ITU-R, and 3G and 4G market definitions. Nationally IMT standardisation has largely no influence on the discrimination between mobile technology generations (e.g., 3G, 4G etc.). The IMT spectrum identification has positive influences on selecting technologies from the IMT family. © 2019 Elsevier Ltd","IMT; ITU-R; Technological choices; Technology neutrality",""
"Fueling investments - The effect of the Agreement on Basic Telecommunications","2019","Telecommunications Policy","0","10.1016/j.telpol.2018.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052846505&doi=10.1016%2fj.telpol.2018.08.004&partnerID=40&md5=44155a816c8b3a319924e4fde3a4c65f","As international agreements come under fire from current politics, it becomes ever more important to investigate the effect of such agreements. The telecommunication sector is of special interest due to its growing importance in the digital age. International law came into play in 1998 when the Agreement on Basic Telecommunications (BTA) entered into force. It demanded far-reaching liberalization reforms and was signed and ratified by 66 countries. A difference-in-differences estimator is used to analyze if the treaty had an impact on investments in telecommunications. The analysis reveals that investments in telecommunications became significantly higher in signatory countries than in non-signatory countries after the treaty took effect. © 2018 Elsevier Ltd","International law; Telecommunications; WTO",""
"What will be the possible barriers to consumers’ adoption of smart home services?","2020","Telecommunications Policy","98","10.1016/j.telpol.2019.101867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071681336&doi=10.1016%2fj.telpol.2019.101867&partnerID=40&md5=c91be546cb9057b7885a5eece9b377ed","Recently, smart home services have come to the forefront as part of the growing market for the “Internet of Things.” Since these smart home services were introduced, they have been expected to grow rapidly. However, contrary to optimistic expectations for future market growth, the smart home market has appeared to hit a roadblock and remains at an early market stage. This study attempts to identify the possible barriers that consumers perceive when they are introduced to smart home services. Based on the resistance theory and perceived risk model, we investigate the relationship between perceived risk and resistance to smart home services, using technological uncertainty and service intangibility as the antecedents of perceived risk. Dividing perceived risk into four dimensions—performance risk, financial risk, privacy risk, and psychological risk—the empirical results show that these four risk types are affected by technology uncertainty and service intangibility, and the perceived risks, except for financial risk, have positive effects on the resistance to smart home services. When the survey respondents are divided into two types, postponers and rejecters, the result of postponers is similar with that of total sample, except that privacy risk is unimportant to postponers, and the result of rejecter cannot satisfy the recommended model fit. © 2019 Elsevier Ltd","Barriers; Internet of things; Perceived risk; Resistance; Smart home; Uncertainty",""
"Club convergence and drivers of digitalization across Indian states","2019","Telecommunications Policy","10","10.1016/j.telpol.2019.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064956825&doi=10.1016%2fj.telpol.2019.04.006&partnerID=40&md5=7b66dff5f211f87c2d1ddab7c1eb7132","Disparity in the level of digitalization is a crucial driver of economic inequality in an economy. Although a pocket of its population is still bereft of the benefits of digitalization, India currently has the second highest number of internet subscribers in the world despite the nation's late adoption of digital technology. An accurate assessment of the current state of digitalization in the country is required for devising effective initiatives towards building a Digital India and bridging the nation's internal digital divide. Considering 17 major Indian states and 21 variables for 10 years, we constructed a composite index of digitalization with the help of Principal Component Method (PCM). This paper identifies factors responsible for the digitalization divide across states. In the second part of the analysis, the study confirms, with the help of club convergence test, the absence of overall convergence towards digitalization and the existence of the non-convergent group. This paper also shows that the non-convergent group of states are at the bottom of the ranking table which indicates the need for greater attention to initiatives to bridge the digital divide. © 2019 Elsevier Ltd","Club convergence; Digital divide; Digital India; Digitalization; Principal Component Method (PCM); Technology diffusion",""
"The productivity of main services of city libraries: Using the example from the Czech Republic and the Slovak Republic","2019","Library and Information Science Research","5","10.1016/j.lisr.2019.100962","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068577321&doi=10.1016%2fj.lisr.2019.100962&partnerID=40&md5=bf51c57113802463b7f34f77c9ab7c30","The evaluation of productivity of main services of city libraries using the example of 48 large public libraries and 44 small public libraries from the Czech and the Slovak Republic was performed according to the decomposition of the input-oriented Malmquist index (MI). The results of MI achieved are evaluated using a confidence interval and the bootstrap method. The productivity of main services of public libraries was studied for the year 2016 in comparison with the year 2012. On average, small as well as large libraries exhibit a statistically significant decline in productivity. The average value of the MI of small libraries is 1.29. The average value of the MI of large libraries is 1.16. The deterioration of productivity was caused by lower efficiency of the inputs. The small as well as the large libraries on average exhibit a comparable level of productivity in both studied years. This conclusion is the same for the Czech and for the Slovak libraries as well as for all libraries together. The Czech libraries, when compared with the Slovak ones, achieve better results in terms of productivity. The higher productivity of the Czech libraries in comparison with the Slovak ones is caused by the improvement of efficiency of the inputs, not by the technological changes. © 2019 Elsevier Inc.","",""
"Mapping the state of information literacy education in primary schools: The case of Pakistan","2019","Library and Information Science Research","14","10.1016/j.lisr.2019.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065242781&doi=10.1016%2fj.lisr.2019.04.006&partnerID=40&md5=66eedefcc13207e4d25e5a95714908c9","[No abstract available]","",""
"Room for improvement: Why Korea's leading ICT ODA program has failed to combat corruption","2019","Telecommunications Policy","11","10.1016/j.telpol.2019.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060125145&doi=10.1016%2fj.telpol.2019.01.001&partnerID=40&md5=28f258957273c1fe10957b99d73fbb59","In the past decade Korea has become the world's top provider of Information and Communication Technology (ICT) aid to developing countries. E-government reforms helped Korea cut domestic corruption, and research has established a clear causal relationship between ICT, E-government, and lower corruption. GMM dynamic panel data analysis indicates, however, that Korean ICT aid has in fact exacerbated corruption in recipient nations. ICT ODA from Canada and the U.K., the second and third largest national donors, however, successfully reduced recipient corruption levels. Why? The characteristics of recipients targeted by each respective donor and key differences in national ODA program goals and management systems explain the results. Tobit regressions reveal that economic and security motives led Korea to favor recipients that were poorer and more authoritarian with inferior governance institutions, traits which fixed and random effect regressions show lower E-governments effectiveness against corruption. Canada and the U.K. primarily succeeded by designating good governance as a core ODA goal and by pioneering Results Based Management systems to realize program objectives. They established clear goals, linked them to quantifiable indicators, independently evaluated the results and transparently released that information to the public. Good governance was not at the center of the Korean aid program which failed to establish clear targets, credibly measure results or release information, providing fertile ground for graft, like the Choi Soon-shil scandal, to infect the program. To improve ICT ODA effectiveness against corruption, therefore, Korea must elevate good governance as a core aid objective, accelerate introduction of RBM reforms to increase effectiveness, and direct more aid to recipients with greater civil liberties in which leaders are motivated to effectively employ ICT ODA against corruption. © 2019 Elsevier Ltd","",""
"The citation impact of information behavior theories in scholarly literature","2019","Library and Information Science Research","15","10.1016/j.lisr.2019.100981","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073529042&doi=10.1016%2fj.lisr.2019.100981&partnerID=40&md5=f3152d08d460946df2c9c31a22e0587b","Theories of information behavior have been developed and used in a variety of disciplines to describe the needs, seeking/search/sharing behaviors, and uses of information among individuals and groups in a variety of contexts. While the development of a theory is a complex, evolutionary process, often involving many thinkers over a long period of time, there is generally a single or small group of publications that can be pointed to as the genesis of a theory. The genesis publications for information behavior theories were examined to determine the information behavior theories receiving the most direct citations in scholarly literature. The findings of this study may be beneficial to library and information science researchers in identifying influential and growing theories of information behavior for incorporation as the foundation of their own research. © 2019 Elsevier Inc.","",""
"The European digital single market strategy: Local indicators of spatial association 2011–2016","2019","Telecommunications Policy","31","10.1016/j.telpol.2018.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055850645&doi=10.1016%2fj.telpol.2018.10.003&partnerID=40&md5=9810b819d7794ab527a94a89ffd09194","This paper describes the space-time dynamics of the European digital divide. The frequencies of internet and E-commerce use are considered, along with a broad range of indicators associated with the European digital single market strategy. This paper aims to investigate the spatial structure underlying these aggregate outcome indicators. An exploratory spatial data analysis is conducted in a sample of 209 regions using Eurostat data. Strong evidence for both global and local spatial autocorrelation is found for the years 2011–2016. Consistently, a North-South polarization scheme is identified with little statistical significance in the centre of Europe. This contrasts with the high income cluster found in central Europe, while low values for digital indices and income are co-located more consistently in the South, but also in the North-East. Highlights from the specific results include: areas surrounding London as a dynamic high value cluster in E-commerce, Italy to conduct few cross-border purchases, France as a consistent adopter of E-governance, and broadband rates in general to closely reflect online activities. © 2018 Elsevier Ltd","Digital divide; E-Commerce; Europe; Exploratory spatial data analysis; Policy benchmarks",""
"The persistence of broadband user behavior: Implications for universal service and competition policy","2019","Telecommunications Policy","5","10.1016/j.telpol.2019.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064591923&doi=10.1016%2fj.telpol.2019.04.004&partnerID=40&md5=faba5c48443046c3afaabec7e222d7c6","In several markets, firms compete not for consumer expenditure but consumer attention. We examine user priorities over the allocation of their time, and interpret that behavior in light of policy discussions over universal service, data caps, and related policy topics, such as merger analysis. Specifically, we use extensive microdata on user online choice to characterize the demand for the services offered online, which drives a household's supply of attention. Our data cover a period of time that saw the introduction of many new and notable sites and new devices on which to access them. In our analysis, we assess “how” households supply their attention along various dimensions, such as their concentration of attention across the universe of sites and the amount of attention expenditure per domain visit. Remarkably, we find no change in “how” households allocated their attention despite drastically changing where they allocated it. Moreover, conditional on total attention expenditure, demographics entirely fail to predict our key measures of attention allocation decisions. We highlight several important implications, for policy and beyond, stemming from the persistence and demographic orthogonality of our novel attention measures. © 2019 Elsevier Ltd","",""
"The internet-growth link: An examination of studies with conflicting results and new evidence on the network effect","2019","Telecommunications Policy","28","10.1016/j.telpol.2019.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064429529&doi=10.1016%2fj.telpol.2019.04.002&partnerID=40&md5=96dd9bf54436bbc73926509152ba67bf","Choi and Hoon Yi (2009), using panel data for 207 economies over the period 1990–2000, find that the Internet has significant positive effects on economic growth. Maurseth (2018), re-examining Choi and Yi's work with the dataset extended to 2015, produces the opposite results: the effect of the internet on growth is negative and significant. Motivated by this intriguing issue, this paper conducts a rigorous examination of the growth effect of the internet on growth in a special way. It first uncovers the problem that plagues the approach employed by the two studies. It then proposes a modified model, which overcomes this problem and controls as far as possible the concerns of endogeneity and omitted variable bias. The paper finds solid evidence on the effect of internet penetration on growth and the existence of the network effect. That is, the growth effect of internet penetration in a given country increases as the size of its internet network expands. © 2019 Elsevier Ltd","Growth; Internet; Network effect",""
"Effect of perceived ease of use on librarians' e-skills: Basis for library technology acceptance intention","2019","Library and Information Science Research","16","10.1016/j.lisr.2019.100969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068843025&doi=10.1016%2fj.lisr.2019.100969&partnerID=40&md5=17d970bec3072146713d2d6fdf3e6cff","Despite the widespread application of technology in the 21st century, making informed decisions regarding its acceptance in organisations is a function of several factors, particularly in developing countries, due to factors such as rising cost of the information technology infrastructure and low technological exposure. A model that incorporated perceived ease of use (PEOU) and e-Skills to examine librarians' intention for actual library technology acceptance was tested. The correlational research design, along with a multistage sampling procedure, was applied to select samples to reduce the sample to a manageable proportion. Professional librarians and library officers in four university libraries provided the data for the study. Results showed that e-Skill is the model's strongest determinant of technology acceptance intention among librarians. Also, PEOU will significantly moderate librarians' intention towards library technology acceptance when e-Skills are insufficient. From these outcomes, the understanding of the determinants of behavioural intention captured in the Technology Acceptance Model (TAM) and the Unified Theory of Acceptance and Use of Technology (UTAT) is extended and refined. © 2019 Elsevier Inc.","",""
"Digitalization and economic growth: A comparative analysis of Sub-Saharan Africa and OECD economies","2020","Telecommunications Policy","266","10.1016/j.telpol.2019.101856","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071857905&doi=10.1016%2fj.telpol.2019.101856&partnerID=40&md5=e9a35085542c2d20b70b1b9769e01c9c","This paper examines the contribution of digitalization to economic growth of Sub Saharan Africa (SSA) in comparison with the Organization for Economic Cooperation and Development (OECD) economies. The main reason for comparing the most and the least developed countries to measure the effects of digitalization is to have an insight of whether such effects depend on the levels of development of the country. New technologies in Sub Saharan Africa are assumed to have played significant roles in economic activity, including accessibility of communications, which was impeded by poor infrastructure, accommodation of the poor majority who were initially financially excluded from mobile banking and participation of small and medium enterprises (SMEs) in e-commerce. On the other hand, due to the effects of digitalization, least developed countries in SSA have been facing a premature deindustrialization. This study employs a panel dataset consisting of 11 years from 2006 to 2016 for 41 SSA and 33 OECD economies and we use the generalized linear methods of moments (GMM) estimators. The results show that digitalization has a positive contribution to economic growth in both groups of countries. The effect of broadband internet is minimal for SSA compared to OECD countries, whereas the impact of mobile telecommunications is higher in SSA compared to the OECD counterpart. These results are particularly interesting as less advanced technologies create more opportunities in the least developed countries since there is more space for improvement. With respect to policy implications, this study recommends that SSA governments should invest more in ICT along with other infrastructures, so as to benefit from digitalization and to realize significant economic growth. © 2019 Elsevier Ltd","Digitalization; Economic growth; Generalized methods of moments; Sub Saharan Africa",""
"Who replies to consultations, and what do they say? The case of broadband universal service in the UK","2019","Telecommunications Policy","13","10.1016/j.telpol.2019.04.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066780508&doi=10.1016%2fj.telpol.2019.04.007&partnerID=40&md5=f4df0ff1eb28a3df89f894e776fa8c55","Over the last decade or so, access to broadband services has become increasingly important. While many in the UK already benefit from the provision of broadband, some, especially those located in more rural and remote areas, do not – they may not be able to access the Internet and when they do, their connection and consumer experience may be poor. After trying to resolve this through a stream of different initiatives, the UK government announced a broadband universal service obligation (USO) of 10 Mbps in late 2015. Ofcom, the telecommunications regulator, launched a consultation in April 2016 and sought the views of interested parties. The consultation attracted considerable interest, but after the submissions from orchestrated campaigns are discounted just over 100 responses remain. But who contributed and what did they say? To explore these two questions, this paper adopts a qualitative approach, using NVIVO, to analyse the responses to the consultation. We show that contributions were highly diverse, reflecting both the complexity of the issue as well as its politicised nature. A lack of agreement among the responses is revealed and divergent views on key issues like the appropriateness of 10 Mbps, whether this should change, how it should be funded or what technologies should be used exist. In this paper, we provide a critical discussion of and derive implications for the broadband USO. We tentatively conclude that those in rural and remote areas that the USO intends to help are caught between two countervailing forces – speed and cost deployment – that interact to ensure that whatever resolution to provide broadband access, some will likely be unhappy. © 2019","Broadband; Consultation; Internet access; UK; Universal service",""
"Determinants of subscriptions to communications service bundles and their effects on customer retention in Korea","2019","Telecommunications Policy","10","10.1016/j.telpol.2018.10.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056993664&doi=10.1016%2fj.telpol.2018.10.005&partnerID=40&md5=e59dc714993f0313eb06556d69fb6031","Since bundles provide price discounts to customers and have lock-in effects for businesses in the communications sector, the number of bundle subscribers is rapidly growing in many countries, including Korea. The consumer welfare and economic effects of bundles have been well documented. Existing literature, however, has paid little attention to identifying the facets of benefit and risk that influence subscription, the differences in switching costs between subscribers and non-subscribers, and the relationships among bundle satisfaction, customer retention, and switching costs. To address these gaps, we performed an empirical analysis using survey data from 550 individuals. Our findings show that concerns about lock-in and performance, as well as economic benefit influence subscription to the bundles, and all switching costs are higher for the subscribers than for stand-alone users. Non-monetary switching cost of bundles especially has a moderating effect on customer retention. The implications for regulatory policy and customer strategy are discussed. © 2018 Elsevier Ltd","Bundling; Customer retention; Lock-in effects; Loyalty; Service bundles; Switching costs",""
"Exploring the key services and players in the smart car market","2019","Telecommunications Policy","24","10.1016/j.telpol.2019.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064896122&doi=10.1016%2fj.telpol.2019.04.003&partnerID=40&md5=70d9e068a23c4ab54abb15eab5ca3c6d","The traditional role of cars as a means of transport is now expected to undergo major changes as a result of the emerging smart car industry, whereby connection to the Internet can not only improve traffic safety by enabling self-driving but also entertain passengers. Under these circumstances, it is important to explore the killer services that are expected to be in high demand by consumers and keystone players in the emerging market. This study identifies the promising services from a consumer's perspective using analytic hierarchy process analysis and examines experts' views on which industries and firms, as keystone players, are expected to provide the competitive killer services in the market. The results show that the service that consumers find the most important is driving assistance, followed by infotainment and Internet of Things hubs. Meanwhile, the experts rank the importance of industrial player as in the order of Information Technology device manufacturers, followed by platform providers, automobile manufacturers, and network providers, while at the company level, the rank is in the order of Samsung Electronics, Hyundai Motor, Naver, and SK Telecom, respectively. These findings show that consumers regard smart cars as futuristic vehicles, yet continue to emphasize their conventional value as a means of transport, while the experts expect that among the various industry players, IT companies are most likely to enable the concept of the smart car to become a reality. © 2019 Elsevier Ltd","Analytic hierarchy process; Driving assistance; Infotainment; IoT hub; Keystone player; Smart car service",""
"An institutional analysis of environmental management in the Korean mobile communications industry","2019","Telecommunications Policy","5","10.1016/j.telpol.2019.03.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063762913&doi=10.1016%2fj.telpol.2019.03.004&partnerID=40&md5=e792bf02120d19bb99c30986f8bc712c","Environmental sustainability in the mobile communications industry can affect corporations not only in the sector but also in other industries by providing solutions to cope with environmental issues. However, despite the significance of environmental sustainability in the industry, there has been a lack of academic attention. This study investigated the environmental issues in the mobile communications industry by adopting an integrated and holistic approach to corporate sustainable management. In addition, the environmental management of mobile network operators was analyzed using the framework of institutional theory. To investigate the environmental management of mobile network operators, we carried out a case study on three Korean mobile network operators including SK Telecom, KT, and LG Uplus. The results demonstrated that economic and environmental issues were mostly found in the mobile communications industry, and the mobile network operators have actively coped with these issues. Their environmental management was relatively active, and regulatory, mimetic and normative mechanisms were working simultaneously. This study provides some meaningful implications for practitioners and policymakers. © 2019 Elsevier Ltd","Corporate sustainable management; Environmental issues; Environmental management; Environmental sustainability; Institutional theory; Mobile communications industry; Mobile network operators",""
"The rural telecommuter surplus in Southwestern Ontario, Canada","2019","Telecommunications Policy","12","10.1016/j.telpol.2018.07.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051726573&doi=10.1016%2fj.telpol.2018.07.009&partnerID=40&md5=d7ea04641aeeb48974d41b2707faa8f4","This paper asks the question: what kind of economic benefits do rural telecommuters experience in Southwestern Ontario? This is a relevant question in Canada where, according to Statistics Canada (2017) one in 14 people work from home. This paper presents an overview of the current literature on telecommuting. We estimate the telecommuter surplus in Southwestern Ontario where the region is currently deploying one of Canada's largest publicly-funded ultra-high-speed broadband initiatives known as SouthWest Integrated Fibre Technology Inc. (SWIFT). The analysis is based on SWIFT residential and farm surveys (n = 3948) conducted in 2017. We find that an average telecommuter's surplus in terms of costs saved, including opportunity cost ranges from $8820 to $23964 per annum per telecommuter, depending on the number of days telecommuted per week for home and primary residence dwelling type. The social net benefits of telecommuting differ from its private net benefit (the focus of our paper) since the former includes both positive and negative externalities associated with telecommuting such as reduced traffic congestion, reduced probability of road accidents, as well as some workers shirking their duties (a negative impact). We leave this for future work. © 2018 The Authors","Economics of telecommuting; Opportunity cost of commuting; Telecommuting surplus; Teleworking",""
"Understanding librarians’ knowledge sharing behavior: The role of organizational climate, motivational drives and leadership empowerment","2020","Library and Information Science Research","22","10.1016/j.lisr.2019.100998","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076489509&doi=10.1016%2fj.lisr.2019.100998&partnerID=40&md5=13404b5fed6d69947b53d863285c1d0c","Library managers in Iran have always been concerned with a low level of knowledge sharing among librarians. Identifying effective factors on librarians' knowledge sharing behavior helps us to understand and improve the situation. Organizational factors are one group of these factors. The effect of organizational climate, employees' motivational drives, and leadership empowerment on the subjective norms, attitude, intention, and knowledge sharing behavior among librarians in public libraries in Iran was studied. A conceptual model was designed in light of the Theory of Reasoned Action. Ten hypotheses were formulated. Data were collected by using a questionnaire and were analyzed using structural equations models. The findings showed that constructive organizational climate and positive motivational drives in public libraries, as well as personal and organizational knowledge sources strengthened by the librarians' ability of leadership have a positive and significant effect on subjective norms, attitude, intention, and knowledge sharing behavior. Such conditions facilitate the process of knowledge sharing in public library environments. Moreover, the study highlights the effect of the librarians' leadership empowerment on their attitude to knowledge sharing behavior by motivational drives. © 2019 Elsevier Inc.","",""
"Technology, education, and economic growth in Sub-Saharan Africa","2019","Telecommunications Policy","78","10.1016/j.telpol.2018.08.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054055245&doi=10.1016%2fj.telpol.2018.08.005&partnerID=40&md5=631340e54d5811e44c14ddefd028a349","This study examines whether telecommunications infrastructure promotes economic growth in countries with better access to education compared to those with less access. Using a panel of 45 Sub-Saharan African countries from 1993 to 2015, the results using the fixed-effects, two-step feasible efficient generalized method of moments estimator indicate that in countries with better access to education, the Internet contributes to economic growth, while mobile phones do not seem to do so. These results suggest that while education is regarded as pivotal for the Internet, it seems to be irrelevant for mobile phone usage. © 2018 Elsevier Ltd","Economic growth; Education; Sub-Saharan Africa; Telecommunications infrastructure",""
"Path dependencies versus efficiencies in regulation: Evidence from “old” and “new” broadband markets in the EU","2019","Telecommunications Policy","3","10.1016/j.telpol.2019.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065814669&doi=10.1016%2fj.telpol.2019.05.001&partnerID=40&md5=8dd9bec225e29deb7be622109142737e","This paper examines the determinants of sector-specific regulation imposed on broadband markets related both to efficiency objectives of regulators and to those of narrowly defined interest groups. We test hypotheses derived from the normative and positive theoretical literature employing recent panel data on 27 European Union member states taking into account endogeneity of the underlying regulation and market structure variables. Our empirical specification employs three different estimators based on instrumental variables in order to identify causal effects. We find evidence supporting both regulators pursuing normative objectives and inefficiencies related to regulatory path dependence, bureaucracy goals and an inadequate consideration of competition from mobile broadband networks. Our results call for adjustments in the institutional design of the decision-making process under the current European Union regulatory framework. © 2019 Elsevier Ltd","Broadband markets; Bureaucracy; EU panel data; EU regulatory framework; Normative theory; Path dependence; Positive theory; “Old” and “new” networks",""
