"Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords","PubMed ID"
"Citizen's adoption of an e-government system: Validating extended social cognitive theory (SCT)","2015","Government Information Quarterly","223","10.1016/j.giq.2015.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928771979&doi=10.1016%2fj.giq.2015.02.002&partnerID=40&md5=20792f3c7c56773389f97828b05d2c4d","By employing an extended social cognitive theory, this study examines factors (such as outcome expectation, affect, anxiety, self-efficacy and social influence) influencing intention to adopt an electronic government system called online public grievance redressal system (OPGRS) in context of India. The extended social cognitive theory (SCT) was validated using 419 responses collected from eight selected cities in India. The empirical outcomes of the proposed model indicated the significant relationships of seven hypothesised relationships between six constructs. This is the first study, which has used the SCT model to understand the adoption of an e-government system. The policy implication provided in this research can help the government to improve upon the effectiveness and quality of the system and the level of social impact on the users by employing the project champions. It also helps in enhancing their positive feelings toward adopting this system and fully utilise the potential of the OPGRS as a useful tool toward a transparent and corruption free society. © 2015 Elsevier Inc.","Adoption; Citizens; E-government; India; OPGRS; SCT; SEM",""
"Digital government transformation and internet portals: The co-evolution of technology, organizations, and institutions","2014","Government Information Quarterly","116","10.1016/j.giq.2014.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922402495&doi=10.1016%2fj.giq.2014.08.001&partnerID=40&md5=2f241bfbcdc42fed4b2c652cc6418759","Researchers and practitioners around the world recognize the potential of information technologies to promote government transformation. This transformation has been understood in at least two different ways: (1) as a transformation of internal processes and (2) as a transformation of the relationships between governments and other social and political actors (institutional transformation). Unfortunately, there is little or no evidence of such transformation, and current studies reveal that for this transformation to happen, a better understanding of the complex relationships between information technologies, organizations, and institutions is still required. This paper presents a theory of the co-evolution of technology, organizational networks, and institutional arrangements in the transformation of government. The theory uses the grammars of system dynamics and builds upon institutional approaches to understand interactions among all these variables in the development of information and communication technologies in government. Although the theory suggests the relevance of some specific reinforcing processes in this transformation, the endogenous view used in the theory empowers all stakeholders by illustrating how transformation could be promoted from any individual position involved in the process of developing digital government applications. © 2014 Elsevier Inc.","Digital government; Government transformation; Institutional theory; Portals; Puebla; System dynamics; Technology enactment",""
"The new data-driven enterprise architecture for e-healthcare: Lessons from the indian public sector","2015","Government Information Quarterly","42","10.1016/j.giq.2014.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922311523&doi=10.1016%2fj.giq.2014.11.002&partnerID=40&md5=af70a0391f8da1078b07f1db3238dd9c","Healthcare delivery is a complex issue and better planning of resources is important. The Indian Government suggested the requirement of developing a healthcare framework for providing easily accessible, affordable healthcare and universal health coverage to all citizens in India. The Health Management Information System (HMIS) at Tamil Nadu was conceptualized in response to this requirement as a case of architectural correction from the manual to a unified healthcare system covering more than 74. million people and 2000 plus healthcare institutions in the state. The system consolidates state-level data in real time, links all health institutions, and makes it possible to track individual health indices. This data is used for planning healthcare, managing drug inventory, and planning health initiatives at the state level. We study the modified enterprise architecture (EA) of Tamil Nadu Health Management Information Systems (TNHMIS) and its comparison to existing EA approaches and operating models. We also discuss the high-level core diagram, the key elements of business processes, IT infrastructure, shared data and customer interfaces and how they are linked. We suggest an EA based approach to managing healthcare. © 2014 Elsevier Inc.","E-Healthcare; Enterprise architecture; Health policy; India; Public sector",""
"A usability evaluation of the Obamacare website","2014","Government Information Quarterly","46","10.1016/j.giq.2014.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922335855&doi=10.1016%2fj.giq.2014.07.003&partnerID=40&md5=b45cfee4449d120d7a61df284f5a7a1b","The healthcare.gov website, popularly called the Obamacare website, was off to a rough start. Although infrastructure issues received a great deal of media attention, the site has had its fair share of interface design problems. Drawing on the usability guidelines on the government site of usability.gov, we developed a survey instrument that comprised 16 dimensions to form overall usability. Based on a survey of 374 citizens, we found that usability strongly predicted citizen satisfaction with the website and intention to use the website. Six out of the 16 dimensions of usability emerged as significant in driving overall usability perceptions. In addition to key theoretical implications for e-government and usability research, our work offers practical implications for the healthcare.gov website and e-government web applications in general. © 2014 Published by Elsevier Inc.","Citizen satisfaction; E-government; Information systems",""
"Understanding the e-government paradox: Learning from literature and practice on barriers to adoption","2014","Government Information Quarterly","210","10.1016/j.giq.2014.01.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905082386&doi=10.1016%2fj.giq.2014.01.008&partnerID=40&md5=14e76d46c5e9f08d54a154e43608cd42","We have identified a paradox in the still low adoption of e-government after more than two decades of policy efforts and public investments for the deployment of online public services. Using as evidence the focus and evolution of this focus over the period 1994-2013 in a vast body of literature produced by academia, international organisations and practitioners, we show that: a) the deployment of e-government was for a long time concentrated on more technological and operational matters and that only more recently attention switched to broadly defined institutional and political issues (hypothesis 1a); and b) institutional and political barriers are one of the main factors explaining lack of e-government adoption (hypothesis 1b). A decision making process that is still unstructured, untrustworthy, and not fully leveraging the available evidence hinder the perception of public value and citizens' trust in government, which contribute to low level of e-government adoption. We conclude suggesting that a smart government producing public value is grounded in a triangle of good decision defined by politics, values, and evidence and that to achieve it public sector should go beyond the traditional concept of service innovation. It should rather introduce conceptual and systemic innovation pertaining to a new way of thinking and of interacting with stakeholders and citizens as sources of both legitimacy and evidence. © 2014.","Adoption; Barriers; E-Government; ICT; Policy-making; Public value; Smart government",""
"Social media for openness and accountability in the public sector: Cases in the greek context","2015","Government Information Quarterly","116","10.1016/j.giq.2014.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922272344&doi=10.1016%2fj.giq.2014.11.004&partnerID=40&md5=9f52f85eda5cf10227c662e8e55433e4","This paper explores the use of government social media for openness and accountability. The extant literature has highlighted the benefits of social media use in this context to enhance citizen participation and engagement in decision-making and policy development, facilitate openness and transparency efforts, and reduce corruption. Yet, there are limited studies that discuss those properties of social media that can afford openness and accountability, and their implications for policy and practise. To address these gaps, a study is conducted in the Greek context using interviews with top managers, policy makers, and relevant stakeholders across five initiatives. We discuss distinct affordances for openness and accountability, and propose their inclusion as building blocks of the national ICT policy for openness and accountability. Finally, we provide the implications of the affordances lens for policy and practise, the limitations of the study and future research avenues. © 2014 Elsevier Inc.","Accountability; Affordances; Design; National policy; Openness; Social media; Strategies",""
"Being smart: Emerging technologies and innovation in the public sector","2014","Government Information Quarterly","212","10.1016/j.giq.2014.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908304373&doi=10.1016%2fj.giq.2014.09.001&partnerID=40&md5=e14b4fe5b7ce16cc4677f2a562da117a","Smart government is used to characterize activities that creatively invest in emergent technologies coupled with innovative strategies to achieve more agile and resilient government structures and governance infrastructures. However, there is no consensus in terms of what this term includes and how it is related to emergent technologies and innovation in the public sector. This introductory paper provides readers with ways to think about smart government and summarizes findings from twelve articles included in this special issue. These articles, which are the best papers of the 6th International Conference on the Theory and Practice of Electronic Governance (ICEGOV2012), contribute to emerging understanding of being smart in government settings. The articles span a great diversity of related topics such as smart cities, open government, and participation mechanisms. Collectively, the articles provide perspectives on the nature of smart governments and illustrate exemplar practices and initiatives on how governments are opening up and transforming service delivery to become smarter. The special issue in its entirety contributes to understanding governance structures, technical infrastructures, and other requirements geared toward supporting the operations of smarter governments around the world. © 2014 Elsevier Inc.","Emergent technologies; Governance infrastructure; Innovation; Smart cities; Smart governance; Smart government",""
"Compliance of section 508 in public library systems with the largest percentage of underserved populations","2015","Government Information Quarterly","12","10.1016/j.giq.2014.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922328110&doi=10.1016%2fj.giq.2014.11.005&partnerID=40&md5=014d79e5f083eb72c5d8ea03ef861998","The issues of mobility, sight, and hearing impairments with respect to virtual accessibility are as important as physical accessibility when it comes to using public library services. However, a few studies have explored the accessibility of public library websites from the perspective of underrepresented user groups. The purpose of this study is to evaluate the accessibility of public libraries' websites by testing the compliance on Section 508, and further investigate the correlation between Web accessibility and public libraries' IT budgets. The study selected twenty public library systems that have the highest percentages of people with disabilities and older adults. Key findings indicate that most public library websites do not comply with Section 508, and thus, suggest that public library websites are not suited to deliver effective information services for underrepresented user populations who need special assistance. In addition, there is no significant association between the public library websites' accessibility and their IT budgets, which suggests that public libraries' lack of awareness of Web accessibility be the major challenge for compliance with Section 508. © 2015 Elsevier Inc.","Older adults; People with disabilities; Public library; Section508; Underserved populations; Web accessibility",""
"COBRA framework to evaluate e-government services: A citizen-centric perspective","2014","Government Information Quarterly","132","10.1016/j.giq.2013.10.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899920751&doi=10.1016%2fj.giq.2013.10.009&partnerID=40&md5=7b5910c63f178d2e599a4d544cbc64a9","E-government services involve many stakeholders who have different objectives that can have an impact on success. Among these stakeholders, citizens are the primary stakeholders of government activities. Accordingly, their satisfaction plays an important role in e-government success. Although several models have been proposed to assess the success of e-government services through measuring users' satisfaction levels, they fail to provide a comprehensive evaluation model. This study provides an insight and critical analysis of the extant literature to identify the most critical factors and their manifested variables for user satisfaction in the provision of e-government services. The various manifested variables are then grouped into a new quantitative analysis framework consisting of four main constructs: cost; benefit; risk and opportunity (COBRA) by analogy to the well-known SWOT qualitative analysis framework. The COBRA measurement scale is developed, tested, refined and validated on a sample group of e-government service users in Turkey. A structured equation model is used to establish relationships among the identified constructs, associated variables and users' satisfaction. The results confirm that COBRA framework is a useful approach for evaluating the success of e-government services from citizens' perspective and it can be generalised to other perspectives and measurement contexts. © 2014 .","COBRA; E-government service; Performance measurement; Scale development; Structured equation modelling; Users' satisfaction",""
"Zero-based budgeting: Does it make sense for universal service reform?","2014","Government Information Quarterly","0","10.1016/j.giq.2013.05.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895908380&doi=10.1016%2fj.giq.2013.05.022&partnerID=40&md5=23ea764220d761c153243d4de1711848","The FCC's proposal for Universal Service Fund (USF) reform proposes to replace current universal service funding programs with the Connect America Fund (CAF), a fund devoted to using government support to make broadband service available in un-served or under-served geographical locations. The goal is to maximize the bang-per-buck from available funds by looking at incremental upgrades to existing infrastructure in under-served areas and incremental infrastructure build-outs in un-served areas. The strategy is to encourage competition between broadband providers whether they are wireless providers or wireline providers.In essence this is a zero-based budgeting strategy in which the FCC begins with a clean slate and takes no account of existing allocation of funds. This strategy, while it sounds reasonable in theory, threatens to bankrupt rural local exchange carriers (RLECs). As a result, it threatens not only universal broadband availability but also basic voice service. We show the devastating financial effects of this zero-based budgeting plan on RLECs using revenue, demand and cost data from a survey sent to RLECs, as well as data available from the FCC economic model, which projects the likely technology winner at the county level and the amount awarded.The FCC has acknowledged that a flash cut in funding is not feasible. Instead, it has proposed freezing support per access line during a transition period. We show that this supposed glide path to the new support mechanism also produces devastating financial results for RLECs.Tests for RLEC financial distress include comparisons of support under current programs compared to support under the new CAF, change in RLEC free cash flow and RLECs' eligibility for Rural Utility Service loans. © 2013 Elsevier Inc.","Connect America Fund; Free cash flow; National Broadband Plan; RLEC; Telecommunications; Times Interest Earned Ratio; Universal service reform",""
"U.S. homeland security and risk assessment","2015","Government Information Quarterly","9","10.1016/j.giq.2015.04.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988231230&doi=10.1016%2fj.giq.2015.04.008&partnerID=40&md5=caaf6d0b73cec8b21c60e3bd9d239cb7","Risk is constitutive of homeland security policy in the United States, and the risk apparatus supports growing concentration of executive power, increased surveillance, and secrecy. For example, the Transportation Security Administration in the Department of Homeland Security employs risk assessment particularly against groups considered ""other."" Using the work of mostly European scholars, especially the literatures about Foucault's governmentality and Beck's risk society, the paper combines theory with empirical work by governmental agencies on transparency, secrecy, and risk assessment methods used in the Department of Homeland Security, providing insight into the securitization of the American state. Risk is a means to futurize threats to the polity, to create the security imaginary, a fictionalization that creates a moral panic and a climate of fear in seeking to cope with uncertainty. With those limitations of risk in mind, we can question four important elements of risk in U.S. security practice: ""connecting the dots"" the quantitative bases of risk assessment algorithms; how risk assessment tends to ignore the important if circular intentionality of terror; and the difficulties inherent in controlling populations by classification, especially other-ed populations. The paper concludes with suggestions about unmasking the uncertainty of risk assessment and enabling oversight of its practice by legislative, judicial, and public actors. © 2015 Elsevier Inc..","Governmentality; Homeland security; Risk; Risk imaginary; Risk society; Secrecy; Surveillance",""
"Political determinants of e-government performance revisited: Comparing democracies and autocracies","2015","Government Information Quarterly","74","10.1016/j.giq.2015.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983122057&doi=10.1016%2fj.giq.2015.05.004&partnerID=40&md5=d1521c55faff1401ac6f852a440d9e4d","While the literature analyzing the cross-national determinants of e-government performance reports robust results for structural variables, the level of agreement regarding political factors remains low. Deriving theories from comparative political science, this article hypothesizes how regime type and government capacity determine the global variation in e-government. Methodologically, the paper adds several points to improve accuracy in statistical analyses using the United Nations E-Government Development Index, which have often been afflicted by improper model specifications. Empirically, all seven editions of the index are tested under a common framework in cross-sectional regression analyses, revealing several interdependent trends. While the innovation-friendly environment of democracies was the primary political source of e-government development, autocracies are catching up in order to enhance pro-regime activism on the internet and legitimize their rule by improving economic performance. Government capacity also grows in importance, as e-government programs have become more technologically sophisticated. © 2015 Elsevier Inc..","Autocracy; Comparative politics; Democracy; E-government; Regime type",""
"Forums for electronic government scholars: Insights from a 2012/2013 study","2014","Government Information Quarterly","38","10.1016/j.giq.2013.10.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899911619&doi=10.1016%2fj.giq.2013.10.008&partnerID=40&md5=193307268d6600a6b2ca12da63f75a70","Once an academic study domain has accumulated a certain volume of domain-specific knowledge, a number of outlets emerge as preferred outlets for publication. Electronic government research (EGR) is no exception. After developing for some 15. years from its early beginnings in the late 1990s, this multi-disciplinary academic domain appears to have reached exactly this point. With an active researcher community numbering in the hundreds worldwide and a body of over 5500 peer-reviewed manuscripts and books in the English language alone, EGR has grown past its infancy into a discernible and reputable academic endeavor in its own right. While the Electronic Government Reference Library (EGRL) provides a comprehensive account of the peer-reviewed EGR literature, the preferences of publication outlets had not been studied. This study closes this gap, and it provides clues for assessing the reputation and quality of scholarly work in EGR, which is highly relevant for decisions in tenure and promotion cases. © 2014 Elsevier Inc.","Conference and journal ranking; EGOV; EGR; Electronic government; Electronic Government Reference Library (EGRL); Outlet reputation; Tenure and promotion criteria",""
"Understanding transnational information systems with supranational governance: A multi-level conflict management perspective","2015","Government Information Quarterly","11","10.1016/j.giq.2014.12.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928756904&doi=10.1016%2fj.giq.2014.12.003&partnerID=40&md5=bccadddc1bbbf3b349d03ef0fe10e6c7","Management of transnational information systems (TIS) faces major challenges, as the diversity of both organizational and national contexts provides increased potential for conflict. This is even more so, especially in the case of supranational TIS, where an additional source and layer of potential conflicts is added by a supranational body, such as the EU, which can impose TIS by law. This paper seeks to explore ""how to understand conflicts that occur when developing and implementing supranational TIS."" Understanding conflicts can help TIS managers to take proactive, rather than reactive, measures to handling conflict situations that they encounter. We propose a multi-level conflict management framework and utilize an interpretive case study methodology to demonstrate how it can be applied in the context of one supranational TIS (a transit system that was introduced in the EU), taking the management perspective of one national government (here the Netherlands). Our findings indicate that the national government simultaneously faces multiple conflicts as it is positioned between the supranational body, its own IT department, and national businesses. Unlike TIS studies reporting avoidance as a viable strategy in the early stages of TIS development, our study implies that when the deadline approaches, there is little room for avoiding conflicts; rather, they are faced and addressed promptly. This study provides a novel theoretical perspective to analyzing TIS management, and contributes to the efforts of developing methods and tools to aid TIS managers in their practices. © 2015 Elsevier Inc.","Conflict; International trade; Multi-level analysis; Supranational TIS",""
"Innovation through social media in the public sector: Information and interactions","2014","Government Information Quarterly","143","10.1016/j.giq.2014.01.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905122757&doi=10.1016%2fj.giq.2014.01.011&partnerID=40&md5=681e2055e2b32098f34bcfe49da1f789","This paper conducts a content analysis on the performance of information and interactions in selected Chinese government microblog accounts as innovations in the public sector. In specific, the study examines the quantity, content, stakeholders related, government levels related, timeliness, forms, language styles, sources of message, the use of push, and responses in government accounts. The study finds that a majority of messages in government microblog accounts were posted for self-promotion rather than service delivery. The forms, languages and timeliness of information posted tend to be monotonous, rigid and formal, and the interactions between governments and the public in government microblog accounts were mostly insufficient and preliminary. Furthermore, a longitudinal comparison between data in two sequential years also indicates that government use of microblogs is improved over time. Based on the findings, the paper provides relevant recommendations to governments. © 2014 Elsevier Inc.","China; Government; Information; Interactions; Microblogging; Social media",""
"Citizens' social media use and homeland security information policy: Some evidences from Twitter users during the 2013 North Korea nuclear test","2014","Government Information Quarterly","31","10.1016/j.giq.2014.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922281885&doi=10.1016%2fj.giq.2014.06.003&partnerID=40&md5=bcf7dc49853fe8e5f7e78b099fccd5a0","In the era of Web 2.0, managing risk communication on social networking sites has increasingly become crucial and complicated issues in the field of homeland security. The response to the 2013 nuclear test in North Korea was largely based on a coordinated effort by Korea's Ministry of Defense, the United Nations, and many countries from around the globe. By analyzing risk communication networks emerged from Twitter users for the period from January 30 to February 24, 2013, this study investigates the way in which citizens' risk communication is formulated through social media and how they transmit risk information in homeland security. Analysis results show the dynamic evolution of risk communication networks based on influential actors with critical information who played pivotal roles in distributing this information to other actors. © 2014 Elsevier Inc.","Homeland security; North Korea nuclear test; Risk communication; Social media use; Twitter networks",""
"Public broadband investment priorities in the United States: An analysis of the broadband technology opportunities program","2014","Government Information Quarterly","22","10.1016/j.giq.2012.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895904218&doi=10.1016%2fj.giq.2012.11.004&partnerID=40&md5=a9a79b207482c66fe1ec59ac1ad55611","In 2009, U.S. Congress approved $7.2. billion to accelerate the deployment of advanced broadband networks and services to unserved and underserved regions of the country. Although primarily a short-term response to the economic crisis, the appropriation also indicates a willingness to seek a new balance between private sector and public sector initiatives in the development of the nation's broadband infrastructure. This paper is a first step in assessing the potential impact of the new government initiatives. It discusses in detail one component of the overall program, the Broadband Technology Opportunities Program (BTOP). The rationales and objectives of BTOP and its initial implementation are explored. Based on information in the BTOP database, 265 awards were examined to document award types, target communities, applications, technology, and access speeds. Whereas it is too early to assess the initiatives' effects on employment and other important social and economic objectives, it is appropriate to consider whether the awards made under the BTOP program advance a national broadband development agenda. Overall, they appear to. However, the present analysis found that projects focusing on minority populations may have received less emphasis in the BTOP awards than that announced in the stated goals of the program. © 2013 Elsevier Inc.","Broadband; BTOP; Subsidies; United States; Universal service",""
"Not by technology alone: The ""analog"" aspects of online public engagement in policymaking","2014","Government Information Quarterly","42","10.1016/j.giq.2014.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899992222&doi=10.1016%2fj.giq.2014.01.001&partnerID=40&md5=90e7cf778a58c126b288c63dc6e30b71","Between Twitter revolutions and Facebook elections, there is a growing belief that information and communication technologies are changing the way democracy is practiced. The discourse around e-government and online deliberation is frequently focused on technical solutions and based in the belief that if you build it correctly they will come. This paper departs from the literature on digital divide to examine barriers to online civic participation in policy deliberation. While most scholarship focuses on identifying and describing those barriers, this study offers an in-depth analysis of what it takes to address them using a particular case study. Based in the tradition of action research, this paper focuses on analysis of practices that evolved in Regulation Room-a research project of CeRI (Cornell eRulemaking Initiative) that works with federal government agencies in helping them engage public in complex policymaking processes. It draws a multidimensional picture of motivation, skill, and general political participation divides; or the ""analog"" aspects of the digital divide in online civic participation and policy deliberation. © 2014 Elsevier Inc.","Civic engagement; Digital divide; E-Participation; E-Rulemaking; Socio-technical systems",""
"Crowdsourcing civility: A natural experiment examining the effects of distributed moderation in online forums","2014","Government Information Quarterly","111","10.1016/j.giq.2013.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899910881&doi=10.1016%2fj.giq.2013.11.005&partnerID=40&md5=d1d923746e849ebdfd5066f96bc0993f","Participation in discussions about the public interest can be enhanced by technology, but can also create an environment in which participants are overwhelmed by the quantity, quality, and diversity of information and arguments. Political participation is at a greater disadvantage than non-political activities in that participants from different parties already start out with established differences, which requires them to reach some form of common ground before progress can be made. Those seeking authentic deliberation are discouraged to participate when confronted with uncivil and inflammatory rhetoric. These issues are often exacerbated in online discussions, where lack of identity cues and low barriers to entry can lead to heightened incivility between participants, often labeled as ""flaming"" and ""trolling"". This paper explores the extent to which moderator systems, tools online discussion forums use to manage contributions, can reduce information overload and encourage civil conversations in virtual discussion spaces. Using the popular website Slashdot as an example of sound moderation in a public discourse setting, we found that users move toward consensus about which and how comments deserve to be moderated. Using these findings, we explore how transferable these systems are for participation in public matters specifically to the unique attributes of political discussion. Slashdot's political forum provides a comparison group that allowed us to find quantitative and qualitative differences in political posting, comments, and moderation. Our results show that large scale, civil participation is possible with a distributed moderation system that enables regularly lively debates to be conducted positively because the system provides tools for people to enforce norms of civility. © 2014 Elsevier Inc.","Deliberation; Human-computer interaction; Moderation systems; Politics; Public administration; Social media",""
"An empirical analysis of e-participation. The role of social networks and e-government over citizens' online engagement","2014","Government Information Quarterly","133","10.1016/j.giq.2013.12.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906220062&doi=10.1016%2fj.giq.2013.12.006&partnerID=40&md5=d7f374afe7bf4d2d6b9111fb6ebc7484","The aim of this paper is to further explore the drivers behind the decision of citizens to engage in social and political participation on the internet, since mixed empirical evidence has been found in the literature. Using data from the 2011 survey on the use of information and communications technologies by households and individuals in Spain, the following two types of e-participation are analyzed: reading/giving opinions about social/political issues and signing/taking part in online petitions/public consultations. Relying on an updated version of the resources approach, we investigate as to what extent e-participation is explained not only by traditional participation-related resources (i.e., socio-economic characteristics) but also by digital skills, social networks and the online development of public administrations. Results show that, while online participation is mainly associated with internet-related skills, there is a significant gender gap. Interestingly, the unemployed tend to engage socially and politically online more than the rest of the population. © 2014 Elsevier Inc.","Digital skills; E-government; E-participation; Information and communication technologies (ICT); Internet; Resources approach; Social networks",""
"The strategic importance of information policy for the contemporary neoliberal state: The case of Open Government Data in the United Kingdom","2014","Government Information Quarterly","105","10.1016/j.giq.2014.02.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906261681&doi=10.1016%2fj.giq.2014.02.009&partnerID=40&md5=bce594137a0bfdefeb0bb155b471bafc","The article analyses the role of Open Government Data policy as part of the broader public policy agenda of the UK government. A thematic analysis of interview, observational and policy documentation is presented which suggests that since 2010 the Open Government Data agenda has been used strategically by the UK's centre-right coalition government to progress a range of controversial policies, which are aimed at the continuation of the neoliberal form of state through its current crisis. Specifically, the relationship between Open Government Data policy and the neoliberal objectives of the marketisation of public services and privatisation of public assets, the leveraging of financial markets and the pharmaceutical industry, and the embedding of OGD into a broader agenda aimed at rebuilding trust in political elites are analysed. These findings are examined in relation to Braman's (2006, 2011) arguments regarding the strategic implementation of information policy by Governments in the exercising of state power, and the development of the 'informational state'. © 2014 Elsevier Inc.","Data policy; Information policy; Marketisation; Neoliberalism; Open Government Data; Re-use of Public Sector Information; United Kingdom",""
"Rethinking localism in the broadband era: A participatory community development approach","2014","Government Information Quarterly","22","10.1016/j.giq.2012.08.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895909482&doi=10.1016%2fj.giq.2012.08.007&partnerID=40&md5=e7ed1ab5a046880ea40dd68442a0a4f6","This research presents findings from a case study of how three municipal access channels were transformed into channelAustin, a digital community access center in Austin, TX. More generally, it addresses the question of how states and municipal governments can employ video franchise resources to promote sustainable adoption and use of broadband services. Drawing on participatory approaches to community development, this paper offers a model of community participation in local information ecosystems to guide planning and evaluation of these interventions. Findings indicate that digital community media projects like channelAustin can help municipalities serve information needs of ethnically diverse local publics, while also promoting advanced digital skills, economic opportunities, civic engagement, and social cohesion. However, the article recommends that more attention be placed on community outreach, partnerships with nonprofits and other local public media, local curation of citizen-produced, digital content, and the consolidation of accessible online distribution channels through which residents can connect and deliberate about local issues. I discuss the implication of these findings for efforts to connect broadband and media localism policies in the U.S. © 2013 Elsevier Inc.","Broadband adoption; Digital inclusion; Localism; Municipal telecommunication policy; PEG access",""
"E-government and organisational transformation of government: Black box revisited?","2014","Government Information Quarterly","115","10.1016/j.giq.2013.07.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895908031&doi=10.1016%2fj.giq.2013.07.006&partnerID=40&md5=d453fbfe4a90b3d9cec1cc187a12f764","During the e-government era the role of technology in the transformation of public sector organisations has significantly increased, whereby the relationship between ICT and organisational change in the public sector has become the subject of increasingly intensive research over the last decade. However, an overview of the literature to date indicates that the impacts of e-government on the organisational transformation of administrative structures and processes are still relatively poorly understood and vaguely defined.The main purpose of the paper is therefore the following: (1) to examine the interdependence of e-government development and organisational transformation in public sector organisations and propose a clearer explanation of ICT's role as a driving force of organisational transformation in further e-government development; and (2) to specify the main characteristics of organisational transformation in the e-government era through the development of a new framework. This framework describes organisational transformation in two dimensions, i.e. the 'depth' and the 'nature' of changes, and specifies the key attributes related to the three typical organisational levels. © 2013 Elsevier Inc.","Leavitt's model; Organisational transformation; Second-order change; Socio-technical theory; Technological determinism; Technology role",""
"A semantic (TRIZ) network analysis of South Korea's ""Open Public Data"" policy","2015","Government Information Quarterly","55","10.1016/j.giq.2015.03.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938287945&doi=10.1016%2fj.giq.2015.03.006&partnerID=40&md5=49f570356775e4fca7d7613f46d0af8a","This study provides an overview of the background and content of the Open Public Data Directive (OPDD), a long-term plan to implement South Korea's ""open public data"" policy from 2013 to 2017. The OPDD and the principles of social use are the main policy documents serving as a framework for comparing and evaluating policies on open public data of 34 government organizations in South Korea. That is, these 34 organizations have been directed to refer to the OPDD as official or authoritative guidelines for planning their own programs. To examine South Korea's open public data policy, a semantic (TRIZ) network analysis was conducted, and a preliminary descriptive analysis of the OPPD was implemented. For the OPPD, a total of 4162 keywords were identified based on the space between them. Among these, 118 were used at least 10 times (2.84%), and 49 occurred at least 20 times (1.12%). Therefore, the analysis focused on the most frequently occurring 100 keywords that further functioned as nodes in the semantic network analysis. The results for key problems and solutions expressed in the OPDD suggest that the open public data policy should explicitly incorporate the importance of a creative economy ecosystem to facilitate creative industries based on innovation and its diffusion through new types of products. © 2015 Elsevier Inc..","Open Public Data; Semantic network; South Korea; TRIZ",""
"Developing and validating a citizen-centric typology for smart city services","2014","Government Information Quarterly","233","10.1016/j.giq.2014.01.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905121654&doi=10.1016%2fj.giq.2014.01.010&partnerID=40&md5=4ff15ecad51a54236347fa18f3d7fcd6","This study proposes a new typological framework for classifying smart city services. Intentionally focused on citizen-centricity, away from bureaucratic perspectives that most typologies have taken, this typology is derived from marketing and service science literature. The proposed typology consists of four dimensions: mode of technology (automate-informative-transformative), purpose of service (hedonic-utilitarian), service authority (voluntary-mandatory), and delivery mode (passive-interactive). This typological framework is validated with a qualitative exercise of classifying inventories of actual smart city services in practice into the framework. Exercise results revealed that the categories provided are mutually exclusive and comprehensively exhaustive in general, and useful in further conceptualization of new services by identifying gaps in reality. In practice, this typology would be useful in positioning specific smart city service under development in terms of citizen-centricity. Urban planners and administrators may use this framework in understanding the pattern of their service development. Also, this framework may provide a useful guideline for service designer pinpointing the design characteristics of old and new smart city services from the perspective of users and customers of city services: citizens. © 2014 Elsevier Inc.","Citizen-centricity; City services; Intelligent city; Service typology; Smart city; Ubiquitous city",""
