Title,Link,Abstract,ab_content,highlights,hi_content
"Highly Efficient Removal of Chromium, Methylene Blue and Methyl Orange Using Electrospun Polyurethane as a Support in Heterogeneous Fenton Reaction",https://link.springer.com/article/10.1007/s40710-024-00697-4,Abstract,"Electrospun membranes act as a support so that the iron (III) ions can be immobilized on polymer substrates to create heterogeneous Fenton catalysts with high activity, low iron leaching and improved stability without generating iron hydroxide sludge. In this study, functionalization of electrospun polyurethane (PU) is done using triethanolamine (TEA) and used as a novel support for heterogeneous Fenton catalyst. The fabricated membranes were characterized using scanning electron microscopy (SEM), and Fourier transform infrared spectroscopy (FTIR) to analyze the effective doping of ferric chloride (FeCl3) and amine compounds properly into the fibrous electrospun PU. The porous nature and increased wettability resulted in improved adsorption and further degradation. The composite microfibrous membrane showed highly efficient degradation of 98% for chromium, 93% for methyl orangeÂ (MO) and 89% for methylene blueÂ (MB) using the Fenton reaction reported for the first time. Experimental conditions were optimized at a pH of 3 for chromium (Cr(III)) and MO, and at a pH of 11 for MB, with an initial concentration of 10Â ppm, catalyst loading of 2Â g/L and temperature of 50 â„? From the detailed kinetics study, data fitted well the first order reaction kinetics, and the membranes were successfully reused for five cycles after regeneration.",Highlights,"
              
              
                
                  Electrospun PU is functionalised with TEA and used as a novel support for heterogeneous Fenton catalysis.
                
                
                  High efficiency removal of Cr(III), MB, and MO using f-PU/FeCl3 was achievedÂ within 180 min.
                
                
                  Electrospun f-PU membrane improved the porous nature and wettability compared to PU membrane.
                
                
                  The membranes showed good recyclability.
                
              
            "
Characteristics of Microplastics in a Hospital Wastewater Treatment Plant Effluent and Hazard Risk Assessment,https://link.springer.com/article/10.1007/s40710-024-00694-7,Abstract,"Plastic products are widely used globally, leading to their extensive presence in various wastewaters, water resources, and the environment, which poses environmental risks. Wastewater treatment plants are a significant source of the entry and release of microplastics (MPs) into the environment. So, this study aims to investigate the abundance, shape, size, color, type of polymer, and risk of microplastic hazards in a hospital wastewater treatment plant. The method of analysis included physical separation by filtration using a stainless metal sieve, chemical digestion and counting/characterization by optical methods. The study utilized FESEM and FTIR analysis to examine the surface morphology and identify the polymer type of the MPs. A semi-quantitative risk assessment model was used to calculate the production risk of polymers present in the wastewater. The study found that the most common shape of microplastic particles in hospital wastewater treatment plants was fiber, and the predominant polymer identified was polypropylene. The hazard risk associated with certain polymers, such as polyethylene terephthalate, polyamide, and polyethylene, was found to be higher than the standard rate obtained from other studies. These findings highlight the need for further assessment and investigation of the environmental risks and impacts associated with MPs entering the environment through wastewater treatment plants. In order to further reduce and control these substances, solutions such as establishing environmental laws, reducing consumption and, if possible, replacing them with other materials should be implemented.",Highlights,"
              
              â€?The most common microplastics shapes observed were fibers.
              â€?The most common microplastics colors observed were black.
              â€?The most common polymers observed were polypropylene.
              â€?Polyethylene terephthalate, polyamide, and polyethylene polymers have a high hazard risk.
            "
Optimizing Water Sustainability: Revealing Cost Recovery Strategies in the Canary Islands (Spain). Stochastic Frontier Model,https://link.springer.com/article/10.1007/s40710-024-00692-9,Abstract,"Article 9 of the Water Framework Directive (WFD) introduces cost recovery as an instrument aligned with the 'polluter pays' principle, aiming to contribute to the overall well-being of water bodies. In this regard, this research focuses on application of the cost recovery method in the context of the Canary Islands (Spain). The study provides a comprehensive description and analysis of the methodology established for the second cycle of planning (2015â€?021) in the Canary Islands, offering a comparative assessment of results for each island. We employ a Stochastic Frontier Model, which allows us to assess the efficiency of different water production techniques. The results should be of great interest to public decision makers in the field of water management to minimize cost, allocate resources efficiently or review water tariffs. The findings underscore substantial variations in cost recovery across islands, emphasizing the need for enhanced water infrastructure methods and data acquisition. Future research needs to extend the years on cost recovery to incorporate economies of scale and type of ownership.",Highlights,"
              
              

                
                  Identifying water uses and water services is key to calculating cost recovery.
                
                
                  Only the financial costs are recovered on all the islands, in varying proportions.
                
                
                  Quantifying non-financial recovery using indirect methods has been challenging.
                
                
                  Water services require a cost-recovery mechanism for income classification.
                
              
            "
Proposed Methodology for Climate Change Adaptation of Water Infrastructures in the Mediterranean Region,https://link.springer.com/article/10.1007/s40710-024-00691-w,Abstract,"Water Infrastructure (WI) is one of the most important sectors of Critical Infrastructure (CI); it encompasses drinking water, wastewater, and stormwater. The WI is vulnerable to the effects of Climate Change (CC) that can disrupt its functionality; thus, it needs to be adapted to CC, especially in the Mediterranean region, where these effects are expected to intensify during the twenty-first century. For this adaptation a Climate Risk and Vulnerability Assessment (CRVA) is required in the development of WI to identify the important climate hazards and to recommend the required measures for the adaptation of the WI to these hazards. In the present work, a CRVA methodology is developed and presented based on a literature survey and the relevant European Commission guidelines; it is structured around five key steps: (1) Description of the WI, (2) Climate change assessment, (3) Vulnerability assessment, (4) Risk assessment, and (5) Assessment of adaptation measures. The application of the methodology is illustrated indicatively to a wastewater system in Greece for which preliminary estimations are performed, results are discussed, and conclusions are drawn. The proposed methodology can be modified for application to other sectors of CI; moreover, is a valuable resource in academic curricula and ongoing research initiatives.",Highlights,"
              
              

                
                  A methodology for climate change adaptation of water infrastructures was developed
                
                
                  The methodology is based on a literature survey and European guidelines
                
                
                  The methodology is applied to a wastewater system in Greece
                
                
                  The methodology can be modified for application to other critical infrastructure
                
              
            "
"Trends in Water-Energy Nexus and Carbon Emissions Balance in Axarquia Region, Spain, in the Period 1990â€?030",https://link.springer.com/article/10.1007/s40710-024-00689-4,Abstract,"This research explores the dynamic interplay of water, energy, and carbon in Axarquia, Spain (1990â€?030), focusing on the escalating water deficit and rising emissions. It seeks to comprehend the impact of subtropical crop expansion on regional resources. A comprehensive methodology integrates data on water demand, alternative sources and energy-intensive processes. Key methods include assessing the influence of subtropical crops on water requirements by calculating the FAO 56 crop coefficient (Kc), the total annual energy (GWh) as a consequence of the volume of water demanded, identifying the predominant water sources and quantifying CO2 emissions by calculating the carbon footprint balance, providing a holistic view of regional resource dynamics. The methodology developed here can be adapted to basins elsewhere and can be a useful tool to help the design of water management policies in basins where the balance of the Water, Food, Energy nexus is of particular interest. The study reveals a substantial 30% surge in water demand due to exponential growth in subtropical crops. Additionally, energy-intensive processes linked to alternative water sources contribute to a projected surge in emissions (2022â€?030), indicating significant regional challenges. Axarquia faces imminent challenges with a widening water deficit and escalating emissions. However, the region emerges as a vital carbon sink, evidenced by the net carbon balance. With 176,413 tCO2eq sequestered by cultivated plant mass, the study underscores the potential for environmental improvement and climate change mitigation in the region.",Highlights,"
              
              The increase of subtropical crops in Axarquia (Spain) causes water constraints.
              Axarquia: 42 hm3 water deficit, intensified by crop demands, avocados and mangoes.
              CO2 in agriculture to rise by 2030 due to changing crops and energy methods.
              Water-energy confluence predicts alarming 80 GWh/year surge in agricultural usage.
              Axarquia sequesters 176,412 tCO2 annually, supporting sustainability.
            "
Nutrient Recovery Using Short-Circuited Closed Cycle (SCC) Flow Electrode Capacitive Deionization,https://link.springer.com/article/10.1007/s40710-025-00770-6,Abstract,"Recovery of clean water and valuable nutrients from wastewater was investigated using a flow electrode capacitive deionization (FCDI) process operated in short-circuited closed cycle (SCC) mode. Orthophosphate was selected as a model nutrient, and its removal and recovery were studied using carbon black (CB) and activated carbon (AC) as flow electrode. A narrow-channel crossflow reactor equipped with ion exchange membranes (IEMs) and turbulence-promoting netting was used for the investigation. The flow electrode materials were characterized using Brunner-Emmett-Teller (BET), Scanning Electron Microscope coupled with Energy Dispersive X-ray (SEM/EDX), X-Ray Diffraction (XRD), and X-Ray Photoelectron Spectroscopy (XPS). The effects of applied voltage, flow rate, flow electrode loading, and initial pH and feed concentration were systematically studied. A mathematical model was developed to predict the time-dependent phosphate concentration, demonstrating a strong correlation with the experimental data. Additionally, parameter optimization using Response Surface Methodology (RSM) revealed that applied voltage and initial pH significantly influenced phosphate removal, while physisorption was negligible compared to electrosorption. Close to?~92% phosphate removal efficiency was achieved using CB as flow electrode compared to?~80% for AC under the same operating conditions. These findings highlight the potential of FCDI with CB-based flow electrodes for effective wastewater treatment and nutrient recovery.",Highlights,"? FCDI was used to recover clean water and nutrients from wastewater.

? Electrosorption was the dominant phosphate removal mechanism.

? Applied voltage and initial pH significantly influenced phosphate removal.

? Carbon black flow electrode achieved ~92% phosphate removal.

? Activated carbon flow electrode achieved lower (~80%) phosphate removal."
A Participatory GIS-based Multicriteria Decision Analysis Approach to Map the Geospatial Feasibility of Managed Aquifer Recharge in a Tunisian Coastal Watershed,https://link.springer.com/article/10.1007/s40710-025-00769-z,Abstract,"Managed aquifer recharge (MAR) is essential for enhancing groundwater storage and ensuring long-term water sustainability, particularly in semiarid regions. This study focuses on identifying and mapping suitable MAR areas in the Chiba watershed, Tunisia, by integrating hydrogeophysical, hydrological, and socioeconomic criteria. The methodology combines geographical information systems (GISs), multicriteria decision analysis (MCDA), and hydrological modeling. A stakeholder-driven analytical hierarchical process (AHP) is used to assess the MAR suitability criteria. To capture seasonal variability, the feasibility assessment is conducted separately for wet and dry periods. Three thematic layers are considered: the intrinsic hydrogeophysical conditions of the site (IS), water availability (WA), and water demand (WD). The results indicate that water availability is the dominant factor (49.3%), followed by water demand (30%) and site conditions (20%). MAR feasibility maps show that areas classified ¡®highly¡¯ to ¡®very highly feasible¡¯ represent 19% of the total watershed area. The maps highlight also the coastal areas as highly suitable because of their optimal hydrogeological characteristics, surplus water resources, and high agricultural and ecological demands. In contrast, upstream areas are less feasible because of their limited recharge potential and lower water availability. The maps also suggest specific MAR typologies, such as using treated wastewater in coastal areas and infiltration basins upstream. In conclusion, this study provides a replicable framework for integrating MAR into water policies by aligning site selection with recharge objectives, available water sources, and socioeconomic factors. The findings emphasize the critical role of stakeholder engagement in MAR planning and its embedding in existing water policies, providing a replicable framework for improving groundwater management in semiarid regions.",Highlights,"Managed aquifer recharge (MAR) suitable areas are identified and mapped.

A participatory decision-making process is proposed to select feasible MAR areas.

MAR-related criteria are grouped into three thematic layers.

The recharge problem is formulated in terms of MAR typology.

Stakeholders are engaged in different components of the decision-making process."
"Temporal Trends of Atrazine, Simazine, and Metolachlor in a U.S. Midwest Agricultural Watershed: A 10-year Study",https://link.springer.com/article/10.1007/s40710-025-00753-7,Abstract,"Most crop production systems rely on pesticide usage to minimize pest damage to crops and maximize yield. Herbicides are the most common pesticides used in agriculture and their off-site transport to water bodies occurs frequently, and subsequently impacts water quality, which is a worldwide concern. Long-term trends in herbicide concentrations in agricultural streams and rivers and the environmental factors associated with these trends are limited and needed to develop watershed conservation strategies. To address this research gap, in a 10-year study, instream atrazine, metolachlor, and simazine concentration were measured in the Cedar Creek watershed, a tributary of the St. Joseph River, Indiana, USA. The aim was to determine if trends occur in atrazine, metolachlor, and simazine concentrations in Cedar Creek, and if these herbicide concentrations are better predicted by time than other environmental factors. Our decade-long watershed study indicated that no annual or seasonal trends occurred in atrazine and metolachlor concentrations, and their concentrations were better predicted by climatic, hydrologic, and land use variables. Atrazine concentrations during the spring regularly exceeded the drinking water standards, which indicates a need for targeted conservation efforts to reduce atrazine concentrations after application. Annual and spring downward trends for mean simazine concentrations were observed and attributed to declining simazine usage. These findings provide information that will help guide watershed management and monitoring efforts within large agricultural watersheds.",Highlights,"? Long-term assessment of atrazine, simazine, and metolachlor trends in the U.S. Midwest.

? Atrazine and metolachlor showed no annual concentration trends.

? Simazine concentrations declined, likely to reduced usage and cover crop adoption.

? Atrazine often exceeded drinking water standards in spring."
Estimating Flow Dynamics in a Karst Conduit from Ambient Noise Monitoring,https://link.springer.com/article/10.1007/s40710-025-00752-8,Abstract,"Understanding water flow dynamics through karst aquifers is critical for managing one of the world's major water resources. However, the inherent heterogeneity and complex geometry of these aquifers pose significant challenges to water management. Current hydrogeological methods lack a reliable surface-based tool for detecting and quantifying flow dynamics. We propose that ambient noise monitoring offers the best solution to: (1) detect hidden subsurface flows, particularly through karst conduits beneath dry valleys; (2) estimate discharge within these conduits; and (3) monitor the activation and deactivation of such flows in real-time. This study presents in situ ambient noise measurements taken at the ground surface upstream of a small karst spring, connected to an underground conduit. By combining two years of continuous ambient noise data with hydrogeological records, we identify the seismic signature of subsurface water flow. Ambient noise spectrograms in the 7¨C12 Hz frequency range show a strong correlation with discharge peaks exceeding 1.2 m3/s during flood events, with amplitude variations between 1 and 3 dB, depending on the flood and sensor location. Additionally, long-term variations in baseline noise levels suggest a link to the seasonal dynamics of the karst system. A power-law relationship between seismic signals and discharge allows us to predict discharge time series effectively.",Highlights,"? Subsurface karst flow was detected via ambient noise surface monitoring.

? A power law quantitative relation predicts the seismic signals and discharge correlation.

? Seasonal and long-term ambient noise variations reflect on the karst system dynamics and recharge."
Comparative Assessment of Machine Learning Models for Groundwater Quality Prediction Using Various Parameters,https://link.springer.com/article/10.1007/s40710-025-00751-9,Abstract,"This study aims to assess performances of eleven Machine Learning (ML) methods in predicting the Groundwater Quality Index (GWQI) for Yazd, an arid province in Iran. The ML models encompass Multiple Linear Regression (MLR), Support Vector Regression (SVR), K-Nearest Neighbors, Decision Tree Regression, Adaptive Boosting or AdaBoost, Random Forest Regression, Gradient Boosting Regression (GBR), XGBoost Regression (XGBR), Gaussian Process (GP), Artificial Neural Network (ANN), and Multi-Gene Genetic Programming (MGGP). After optimizing ML hyperparameters, ML-based estimation models were developed for three scenarios depending on which water quality parameters were used as input data: (1) K+ and pH; (2) K+, pH, Na+, Ca2+, SO42-, HCO3- and Mg2+; and (3) K+, pH, Na+, Ca2+, SO42-, HCO3-, Mg2+, Cl-, EC, TH, and TDS. For each scenario, ML-based models were assessed further by conducting (i) reliability analysis, (ii) ranking analysis, and (iii) confidence limits check. The results of the first scenario (with two input data) demonstrated the superiority of ANN, MGGP and GP, whereas ANN, MGGP and GBR were the most robust for the second scenario (with seven input data). Furthermore, the ranking analysis indicated that MLR, GP and ANN achieved the first highest ranks when eleven water quality parameters (third scenario) were used. The reliability analysis revealed that GP, MGGP, MLR, ANN, GBR, and XGBR achieved the highest reliability percentages across different scenarios, with ANN consistently ranking among the top models. Finally, the comprehensive comparative analysis of ML performances in this study reveals their potential for predicting GWQI.",Highlights,"? Groundwater quality was assessed using a dataset collected from wells of an arid region

? Eleven machine learning models were evaluated for estimating groundwater quality index

? Three scenarios were compared based on WHO permissible limits

? Reliability and ranking analyses were conducted for estimations of each ML model"
Energy-Economy-Environment Nexus Toward Sustainable Development: The Function of Globalization and Technological Innovation on Load Capacity Factor in Thailand,https://link.springer.com/article/10.1007/s40710-024-00742-2,Abstract,"We empirically analyzed the role of economic growth, globalization, intensity of energy use, and technological innovation on the load capacity factor in Thailand. We utilized the newly developed robustness dynamics ¡°Autoregressive Distributed Lag (ARDL)¡± model over the course of 1980 to 2018. Our model revealed that economic growth and energy use were inversely related to the load capacity factor, whereas globalization showed a positive effect in both the short and long run. At the beginning, technological innovation may have negative implications, but over time, it has a positive influence. Findings are seen to be effective by the robustness check tests, namely ¡°dynamic ordinary least squares (DOLS), fully modified least squares (FMOLS), and canonical cointegrating regression (CCR).¡± We are recommending appropriate policies for achieving environmental sustainability through establishing a green and low-carbon economy, amplifying expenditure on research and development (R&D) for renewable energy production and technologies, and increasing collaboration with technologically developed countries for the transfer of green and clean technologies.",Highlights,"We examine the nexus between the load capacity factor and its determinants.

Several econometric methods were employed by using Thailand¡¯s time series data.

Economic growth and energy use negatively affect the load capacity factor.

Globalization and technology innovation improve the load capacity factor.

We are suggesting policies for sustainable development."
Desorption of Antibiotics from Granular Activated Carbon during Water Treatment by Adsorption,https://link.springer.com/article/10.1007/s40710-024-00740-4,Abstract,"Although desorption of adsorbed pharmaceuticals from granular activated carbon (GAC) may inadvertently lead to their partial discharge with adverse effects on aquatic environments, there have only been a few reports of this phenomenon. This study has investigated desorption of antibiotics vancomycin and rifampicin from activated carbon in aqueous media regarding contact time and pH regime. Various characterizations of the three types of GAC were investigated. Then, antibiotics were loaded on them via adsorption. Subsequently desorption and re-adsorption of antibiotics were quantified for a range of contact times and ambient pH values. Within the first hour of a reversed concentration gradient at neutral pH, desorption released 2% to 54% of previously adsorbed antibiotics to water, which were subsequently re-adsorbed within 24 hours to four weeks with less than 1% antibiotics remaining in the liquid phase. Lower desorption was positively associated with higher GAC mesopore content and larger specific surface area. Effects of the ambient pH regime varied between studied adsorbents. The results are evidence that mesopore content and pore size in relation to the kinetic diameter of adsorbate molecules are important determinants of the extent of antibiotic desorption from GAC and the rates of subsequent re-adsorption. Physisorption was the dominant mechanism involved in both processes. Observed proportions and rates of antibiotic desorption suggest that selection of GAC properties should also consider their effects on unintended desorption and the re-adsorption during treatment processes in order to minimize potential pollution discharge or promotion of antibiotic resistance during treatment processes.",Highlights,"? Water temperature (Tw) was predicted using only air temperature (Ta) and river discharge (Q).

? A comparison was conducted between the extreme learning machine (ELM) and its three variants.

? An analysis of the input variables was performed using Variational Mode Decomposition (VMD).

? Based on the obtained results, it can be concluded that Hybrid ELM with VMD offers superior performance."
"Monte Carlo Simulation, Artificial Intelligence and Machine Learning-based Modelling and Optimization of Three-dimensional Electrochemical Treatment of Xenobiotic Dye Wastewater",https://link.springer.com/article/10.1007/s40710-024-00719-1,Abstract,"The present study investigates the synergistic performance of the three-dimensional electrochemical process to decolourise methyl orange (MO) dye pollutant from xenobiotic textile wastewater. The textile dye was treated using electrochemical technique with strong oxidizing potential, and additional adsorption technology was employed to effectively remove dye pollutants from wastewater. Approximately 98% of MO removal efficiency was achieved using 15 mA/cm2 of current density, 3.62 kWh/kg of energy consumption and 79.53% of current efficiency. The 50 mg/L MO pollutant was rapidly mineralized with a half-life of 4.66 min at a current density of 15 mA/cm2. Additionally, graphite intercalation compound (GIC) was electrically polarized in the three-dimensional electrochemical reactor to enhance the direct electrooxidation and.OH generation, thereby improving synergistic treatment efficiency. Decolourisation of MO-polluted wastewater was optimized by artificial intelligence (AI) and machine learning (ML) techniques such as Artificial Neural Networks (ANN), Support Vector Machine (SVM), and random forest (RF) algorithms. Statistical metrics indicated the superiority of the model followed this order: ANN?>?RF?>?SVM?>?Multiple regression. The optimization results of the process parameters by artificial neural network (ANN) and random forest (RF) approaches showed that a current density of 15 mA/cm2, electrolysis time of 30 min and initial MO concentration of 50 mg/L were the best operating parameters to maintain current and energy efficiencies of the electrochemical reactor. Finally, Monte Carlo simulations and sensitivity analysis showed that ANN yielded the best prediction efficiency with the lowest uncertainty and variability level, whereas the predictive outcome of random forest was slightly better.",Highlights,"? In-depth analysis of various artificial intelligence optimization techniques.

? Prediction efficiency of artificial intelligence and machine learning algorithms.

? 98% dye removal and 100% regeneration of graphite intercalation compound.

? Advanced statistical analysis of targeted responses and data fitting techniques.

? Analysis of uncertainties and variability using Monte Carlo simulation."
River Water Temperature Prediction Using a Hybrid Model Based on Variational Mode Decomposition (VMD) and Outlier Robust Extreme Learning Machine,https://link.springer.com/article/10.1007/s40710-024-00716-4,Abstract,"We propose a new method for predicting daily river water temperature (Tw) using two input variables, namely: (i) air temperature (Ta); and (ii) river discharge (Q). The study was conducted using data collected at two stations operated by the United States Geological Survey (USGS), located at the Missouri River, USA, i.e., Hermann and St. Joseph stations. We propose the application and comparison between four Extreme Learning Machines (ELM) models, namely the standalone ELM, the Outlier Robust Extreme Learning Machine (ORELM), the Regularized Extreme Learning Machine (RELM), and the Weighted Regularized Extreme Learning Machine (WRELM). In addition, we use the Variational Mode Decomposition (VMD) as a signal decomposition algorithm for decomposing the Ta and Q into several sub-signals, i.e., the Intrinsic Mode Functions (IMFs), which were used as new input variables. The ELM, ORELM, RELM, and WRELM models were developed for modeling Tw and we compared their performances for three scenarios: (1) Ta as the input variable; (2) Q as the input variable; and (3) Q and Ta combined as the input variables. Models were developed and compared for three scenarios with VMD and without VMD (standard) for predicting Tw. The model performances were evaluated using the Nash¨CSutcliffe Efficiency (NSE) and the Mean Absolute Error (MAE). The results show that the predictive accuracy of the hybrid ORELM-VMD, WRELM-VMD, RELM-VMD, and ELM-VMD was higher relative to other standalone models, i.e., ORELM, WRELM, RELM, and ELM. Furthermore, the ORELM1 combined with the VMD algorithm was found to be the best-performing model with the best NSE and MAE values, which ranged from 0.844 to 0.856, and 2.719 to 2.204 for the Hermann station and from 0.916 to 0.924, and 2.177 to 1.970, for the Joseph station, respectively. We can draw the following conclusions based on the results obtained in the present study. First, all models with and without VMD decomposition failed to accurately predict Tw using only Q as the input, showing performances significantly decreased compared to the models based on Ta. Second, combining Q with Ta does not help improve the predictive accuracy; on the contrary, all models have shown that their performances decreased. Finally, we argue that our research demonstrates a solid prediction approach to improve the prediction of river water temperature.",Highlights,"? Water temperature (Tw) was predicted using only air temperature (Ta) and river discharge
(Q).
? A comparison was conducted between the extreme learning machine (ELM) and its three
variants.
? An analysis of the input variables was performed using Variational Mode Decomposition
(VMD).
? Based on the obtained results, it can be concluded that Hybrid ELM with VMD offers
superior performance."
Health Risk Assessment of Exposure to BTEX and PAH Compounds in Workers of Burnt Oil Recycling Factory: Simulation Using Monte Carlo Method,https://link.springer.com/article/10.1007/s40710-024-00703-9,Abstract,"This study conducts a health risk assessment on compounds of BTEX (benzene, ethylbenzene, toluene, and xylene) and PAHs (Polycyclic Aromatic Hydrocarbons) in a factory's burnt oil processing and recycling unit in the center of Iran. The Chronic Daily Intake (CDI) of BTEX and PAH compounds and the cancer risk and non-cancer risk indices were determined using the United States Environmental Protection Agency (USEPA) method and Monte Carlo simulation. BTEX and PAH concentrations were measured at eight units by collecting and analyzing samples using the National Institute for Occupational Safety and Health (NIOSH) 1501 protocol. The concentration of pollutants impacted the estimated risk levels of 46.3% for benzene, 51.5% for ethylbenzene, 38.1% for naphthalene, 78.9% for benzo[a]pyrene, 49% for toluene, and 46.2% for xylene. This risk assessment analysis indicated that benzo[a]pyrene posed the most non-carcinogenic risk in all operational units. In contrast, benzene, toluene, ethylbenzene, xylene, and naphthalene posed the least non-carcinogenic risk in all additional units. The Cancer Risk (CR) values for all recycling units indicated a definite carcinogenic risk for benzene, naphthalene, benzo[a]pyrene, and dibenz[a,h]anthracene concentrations, a probable carcinogenic risk for ethylbenzene, benzo[a]anthracene, benzo[b]fluoranthene, benzo[k]fluoranthene, and indeno[1,2,3-cd]pyrene concentrations, and a possible carcinogenic risk for chrysene concentrations. The highest values for most of the compounds were in the distillation unit, and the lowest values varied among different units. Regularly monitoring employees and using personal protective equipment PPE for employees, workplace rotation, reducing exposure time, changing the raw material, and using control equipment are recommended.",Highlights,"? The occupational exposure to BTEX and PAHs in a burnt oil-recycling factory was surveyed.

? Monte Carlo simulation was used to assess uncertainty related to risk assessment.

? CR values for benzene, naphthalene, benzopyrene, and dibenzanthracene were definite.

? HQ values of benzo[a]pyrene exceeded the acceptable level in all operational units.

? Implementing control measures and biomonitoring workers are advised."
Development of an Automatic Water Monitoring Network by Using Multi-Criteria Analysis and a GIS-Based Fuzzy Process,https://link.springer.com/article/10.1007/s40710-024-00714-6,Abstract,"Selection of the appropriate sampling sites is a fundamental task in the design of a surface water quality monitoring network (WQMN). However, there is still no generally accepted approach for site selection and oftentimes authorities rely on empirical insights instead of systematic design. In this study, we integrated geoprocessing tools with a Fuzzy Analytic Hierarchy Process (F-AHP), coupled with a thorough sensitivity analysis (SA) to determine the optimal sites for a WQMN automatic stations. The proposed model is based on the combination of seven criteria, representing anthropogenic stressors and environmental status to identify high-priority sub-basins (¡°hot-spots¡±), in geographic information system (GIS). The results propose that ¡°hot-spots¡± appear in clusters and are unevenly distributed over the study area. They encompass the biggest cities and their surroundings as well as the estuaries of the three main rivers. Moreover, the model identified monitoring ¡°hot-spots¡± that occupy only small extents of the study area and could otherwise be undetected. Complementing the model, a SA was performed over the -50% to?+?50% range of criteria weights, to evaluate the stability of the results and robustness of the model. The criteria with the highest weight values in base scenario were determined as the most impactful. Furthermore, sub-basins that contain features from only one criterion proved to be greatly susceptible to ranking changes during the SA. The GIS-based F-AHP method, paired with SA, proved to be a reliable and cost-effective tool, that does not rely on hydrologic data, making it a suitable approach even for ungauged basins.",Highlights,"? A GIS-based FAHP to identify ¡°hot-spots¡± for designing a water monitoring network.

? High-priority sub-basins appear in clusters, unevenly distributed over the study area.

? Thorough sensitivity analysis was implemented to support robustness of the model.

? Sensitivity analysis identified the more susceptible to ranking variations sub-basins.

? Highest weight criteria proved to be the most impactful during sensitivity analysis."
Forms of Spontaneous Coagulation and Recycling of Dissolved Organic Carbon in a Monimolimnetic Water Body,https://link.springer.com/article/10.1007/s40710-024-00699-2,Abstract,"The dissolved organic carbon (DOC) depth profiles and the morphology of in-vitro coagulated dissolved organic matter (DOM) were investigated in a steady-state mostly anoxic aquatic system (Lac Pavin monimolimnion). High-resolution cryo-scanning electron microscopy (Cryo-HRSEM) was used to reveal the ultrastructure of the coagulated matter. The study focused on differences in DOC concentrations and coagulation morphotypes between microfiltered and nanofiltered waters. Two types of molecular weight (MW) DOC profiles were identified: although all MW DOC concentrations increased across the chemocline, high MW DOC (>?1 kDa) continued to increase significantly below, while low MW DOC (<?1 kDa) had a quasi-constant value downward the monimolimnion. Cryo-HRSEM images showed organic material composed on the one hand of various distinct shapes such as sheets, nanobelts, tubes, rings, platelets and globules entangled with each other, and on the other hand of fragments of netted threads, trapping Fe-phosphate grains. MW DOC depth profiles and the coagulation morphotype distribution suggest that the distinct organic shapes (sheets, tubes, rings, etc.) correspond to lower MW DOM equally distributed through the monimolimnion, while netted material should be attributed to higher MW DOM scavenged during its upward turbulent diffusion through the monimolimnion. It is concluded that recycling by sedimentation in the monimolimnion does not involve the total DOC but specifically the higher MW DOC imaged by meshed threads coagulated and aggregated in flocculation networks. Ultrastructural 3D morphological observation through Cryo-HRSEM is proposed as a tool to characterize DOM.",Highlights,"? Dissolved organic carbon molecular weights are fractionated through the water column.

? 3D Cryo-HRSEM images distinguish different coagulate morphotypes.

? Flocculation limits high molecular weight dissolved organic carbon diffusion.

? Differential nanostructural gelation controls diffusion, flocculation, and sedimentation."
Biological Degradation of Natural Rubber Glove by Gram-negative Bacteria Klebsiella aerogenes,https://link.springer.com/article/10.1007/s40710-024-00695-6,Abstract,"The increasing urgency and scope of global threat posed by rubber waste have led to efforts to find sustainable and efficient solutions. The biological degradation of rubber waste has gained interest in recent years as an alternative to conventional waste management practices and widely used chemical methods. This study uses the gram-negative bacterium Klebsiella aerogenes for natural rubber glove (NRG) degradation. The study investigates the effect of temperature and pH on the growth of the bacteria and enzyme production. The biodegraded rubber was characterized by dry weight analysis, growth curve, cell viability, Schiff¡¯s staining, and FTIR analysis. The conversion of rubber waste to enzymes was also investigated in this work. Dry weight analysis showed a maximum weight loss of 17% at pH 7 under 35 ¡ãC after 21 days. The growth curve analysis reported a maximum cell biomass of 4.12 g/L during the second week of the biodegradation process. Schiff¡¯s staining analysis showed deep pink colouration, indicating aldehydes and ketone formation. Further confirmation of the presence of new aldehydes and ketones peaks was shown in FTIR analysis. Results also showed that the highest protein concentration of 657.02 ?g/mL and enzyme laccase and manganese peroxidase (MnP) activities of 0.43?¡À?0.05 IU and 0.26 ¡À?0.05 IU, respectively, were observed at week 2 of the biodegradation. While Klebsiella aerogenes degrades rubber waste effectively within a shorter duration than other similar studies, laccase and MnP enzymes were also significantly produced during biodegradation. Other aspects of this resource recovery pathway, such as its mechanism and technoeconomic analysis for rubber waste treatment, are worth of further exploring.",Highlights,"? Novel use of Klebsiella aerogenes for rubber degradation is presented.

? Laccase and MnP enzyme are produced in Klebsiella aerogenes during rubber degradation.

? Maximum weight loss is observed within a relatively short duration.

? C=C and S¨CS bonds were cleaved by the bacteria, indicating degradation and devulcanization of rubber."
